# This is F1TENTH simulation from 18.12.2023 at time 14:11:50
# Done with git-revision: unknown
#
# Saving: 0.02 s
#
# Controller: Recorder-Node
#
# Data:
time,angular_vel_z,linear_vel_x,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,angular_control_calculated,translational_control_calculated,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_X_15,WYPT_X_16,WYPT_X_17,WYPT_X_18,WYPT_X_19,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_Y_15,WYPT_Y_16,WYPT_Y_17,WYPT_Y_18,WYPT_Y_19,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_VX_15,WYPT_VX_16,WYPT_VX_17,WYPT_VX_18,WYPT_VX_19,LIDAR_0040,LIDAR_0065,LIDAR_0090,LIDAR_0115,LIDAR_0140,LIDAR_0165,LIDAR_0190,LIDAR_0215,LIDAR_0240,LIDAR_0265,LIDAR_0290,LIDAR_0315,LIDAR_0340,LIDAR_0365,LIDAR_0390,LIDAR_0415,LIDAR_0440,LIDAR_0465,LIDAR_0490,LIDAR_0515,LIDAR_0540,LIDAR_0565,LIDAR_0590,LIDAR_0615,LIDAR_0640,LIDAR_0665,LIDAR_0690,LIDAR_0715,LIDAR_0740,LIDAR_0765,LIDAR_0790,LIDAR_0815,LIDAR_0840,LIDAR_0865,LIDAR_0890,LIDAR_0915,LIDAR_0940,LIDAR_0965,LIDAR_0990,LIDAR_1015
1.22,-1.654,2.833,2.046,-0.457,0.889,-10.87,1.14,0.0,0.182,3.08,0.219,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,3.08,3.353,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,65.533,18.467,65.533,18.355,65.533,65.533,65.533,65.533,8.274,12.402,11.144,2.609,9.534,9.053,8.69,8.436,8.332,8.303,8.444,65.533,65.533,65.533,65.533,65.533,6.986,6.497,65.533,65.533,65.533,11.951,11.76,11.714,11.857,12.056,12.475,65.533,8.464,7.346,6.065,5.475
1.265,-1.806,2.828,2.11,-0.513,0.858,-10.946,1.235,0.0,0.201,3.08,0.2,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,3.08,3.353,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,65.533,65.533,18.368,6.82,65.533,65.533,65.533,8.194,12.647,2.592,2.619,9.574,9.036,8.658,8.408,8.286,8.251,8.319,8.491,8.744,9.129,9.642,65.533,65.533,65.533,65.533,65.533,12.329,11.981,11.735,11.643,11.708,11.909,12.258,65.533,9.446,1.11,6.588,5.787,5.332
1.3,-1.659,2.82,2.156,-0.552,0.834,-11.001,1.323,0.0,0.18,3.08,0.19,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.353,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,5.292,65.533,65.533,65.533,65.533,65.533,65.533,8.137,65.533,2.511,2.637,9.628,9.051,8.633,8.35,8.217,8.152,8.185,8.32,8.557,8.904,9.285,65.533,65.533,6.833,65.533,65.533,65.533,65.533,65.533,11.572,11.583,11.729,12.069,65.533,65.533,8.518,65.533,6.1,5.594,5.216
1.341,-1.704,2.821,2.221,-0.605,0.796,-11.084,1.413,0.0,0.168,3.353,0.212,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.353,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,5.292,65.533,18.511,65.533,65.533,65.533,65.533,65.533,12.291,2.497,65.533,9.33,8.848,8.458,65.533,4.965,4.963,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.367,9.295,65.533,65.533,11.78,11.625,11.528,11.602,11.82,12.181,65.533,9.431,65.533,10.865,5.959,5.509,5.16
1.379,-1.684,2.824,2.269,-0.643,0.766,-11.143,1.487,0.0,0.168,3.353,0.199,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.353,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,5.292,65.533,65.533,65.533,65.533,65.533,8.281,2.551,2.541,10.121,9.386,8.83,8.449,8.176,8.009,7.939,7.985,8.129,8.381,65.533,65.533,65.533,65.533,6.612,65.533,65.533,12.296,11.859,11.592,11.448,11.488,11.663,11.937,65.533,9.511,8.402,7.649,6.868,1.166,5.357,5.63
1.422,-1.7,2.824,2.328,-0.687,0.727,-11.223,1.557,0.0,0.193,3.353,0.181,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.353,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,5.292,7.083,65.533,65.533,65.533,8.254,2.497,2.603,10.273,9.467,8.881,8.437,8.145,7.955,7.887,7.905,8.024,8.224,8.553,8.989,9.57,10.451,2.949,65.533,9.403,12.324,11.856,7.983,11.377,11.337,11.476,11.742,12.167,65.533,9.444,7.351,7.652,6.012,1.231,5.274,5.55
1.459,-1.702,2.84,2.406,-0.741,0.671,-11.331,1.655,0.0,0.179,3.353,0.16,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.353,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,5.292,7.083,65.533,65.533,65.533,8.254,2.497,2.603,10.273,9.467,8.881,8.437,8.145,7.955,7.887,7.905,8.024,8.224,8.553,8.989,9.57,10.451,2.949,65.533,9.403,12.324,11.856,7.983,11.377,11.337,11.476,11.742,12.167,65.533,9.444,7.351,7.652,6.012,1.231,5.274,5.55
1.5,-1.602,2.866,2.467,-0.781,0.625,-11.426,1.721,0.0,0.136,3.71,0.166,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,-11.096,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,5.344,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,5.292,5.55,65.533,65.533,65.533,8.241,2.464,2.668,10.474,9.603,8.931,8.462,8.14,7.924,7.791,7.786,7.884,8.037,8.266,8.713,9.247,10.028,6.398,65.533,65.533,12.356,11.883,11.534,11.323,11.239,11.314,11.515,4.968,65.533,9.257,8.406,7.492,6.872,5.816,5.47,5.721,5.409
1.539,-1.434,2.886,2.524,-0.815,0.579,-11.518,1.793,0.0,0.143,3.71,0.149,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,-11.096,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,5.344,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,5.292,5.55,65.533,65.533,65.533,2.635,2.575,11.141,10.087,9.296,8.717,8.282,7.99,7.82,7.724,7.762,7.871,8.09,8.393,8.848,9.48,10.277,2.749,13.195,9.186,12.21,11.724,11.4,11.258,11.212,11.343,11.57,12.008,65.533,9.263,65.533,10.846,6.186,5.738,5.416,1.28,5.318
1.581,-1.438,2.913,2.565,-0.838,0.545,-11.634,1.831,0.0,0.143,3.71,0.131,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,-11.096,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,5.344,3.71,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,5.292,5.55,65.533,65.533,2.643,2.663,11.513,10.321,9.43,8.784,8.333,7.976,7.78,7.684,7.653,7.726,7.889,8.116,8.533,65.533,65.533,2.587,65.533,65.533,65.533,65.533,11.315,11.143,11.076,11.138,11.353,11.724,65.533,9.532,8.198,7.387,6.567,5.973,5.609,5.361,1.294,5.265
1.619,-1.358,2.916,2.63,-0.872,0.489,-11.777,1.907,0.0,0.124,4.122,0.119,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,-11.096,-10.698,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,5.344,5.378,4.122,4.493,4.141,3.691,3.325,3.04,2.9,2.849,2.865,3.033,3.266,3.517,3.779,4.06,4.369,4.704,5.012,5.292,5.55,5.787,4.715,2.682,2.72,11.989,10.633,9.65,8.927,8.405,8.027,7.716,7.605,7.525,7.571,7.716,65.533,65.533,65.533,65.533,65.533,5.968,65.533,65.533,65.533,65.533,7.534,10.949,10.968,11.125,8.176,11.888,65.533,9.14,65.533,10.791,7.118,5.837,5.534,5.816,5.518,5.308
