# This is F1TENTH simulation from 24.11.2022 at time 16:50:37
# Done with git-revision: unknown
#
# Saving: 0.03 s
#
# Controller: Blank-MPPI-0
#
# Data:
time,translational_control,angular_control,pose_x,pose_y,pose_theta,linear_vel_x,linear_vel_y,angular_vel_z,pose_theta_cos,pose_theta_sin,slip_angle,steering_angle,LIDAR_0,LIDAR_1,LIDAR_2,LIDAR_3,LIDAR_4,LIDAR_5,LIDAR_6,LIDAR_7,LIDAR_8,LIDAR_9,LIDAR_10,LIDAR_11,LIDAR_12,LIDAR_13,LIDAR_14,LIDAR_15,LIDAR_16,LIDAR_17,LIDAR_18,LIDAR_19,LIDAR_20,LIDAR_21,LIDAR_22,LIDAR_23,LIDAR_24,LIDAR_25,LIDAR_26,LIDAR_27,LIDAR_28,LIDAR_29,LIDAR_30,LIDAR_31,LIDAR_32,LIDAR_33,LIDAR_34,LIDAR_35,LIDAR_36,LIDAR_37,LIDAR_38,LIDAR_39,LIDAR_40,LIDAR_41,LIDAR_42,LIDAR_43,LIDAR_44,LIDAR_45,LIDAR_46,LIDAR_47,LIDAR_48,LIDAR_49,LIDAR_50,LIDAR_51,LIDAR_52,LIDAR_53,LIDAR_54,LIDAR_55,LIDAR_56,LIDAR_57,LIDAR_58,LIDAR_59,LIDAR_60,LIDAR_61,LIDAR_62,LIDAR_63,LIDAR_64,LIDAR_65,LIDAR_66,LIDAR_67,WYPT_X_0,WYPT_X_1,WYPT_X_2,WYPT_X_3,WYPT_X_4,WYPT_X_5,WYPT_X_6,WYPT_X_7,WYPT_X_8,WYPT_X_9,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_Y_0,WYPT_Y_1,WYPT_Y_2,WYPT_Y_3,WYPT_Y_4,WYPT_Y_5,WYPT_Y_6,WYPT_Y_7,WYPT_Y_8,WYPT_Y_9,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14
0.33,10.0,0.0,-0.403,0.467,2.802,3.138,0.0,0.009,-0.943,0.333,0.0,-0.002,0.678,0.678,0.675,0.673,0.694,0.711,0.718,0.74,0.715,0.759,0.779,0.764,0.819,0.808,0.853,0.86,0.953,0.957,0.972,1.011,1.126,1.212,1.24,1.346,1.471,1.6,1.711,1.894,2.188,2.49,2.961,3.684,4.73,6.716,12.23,27.189,28.551,16.649,10.912,8.029,6.547,5.359,4.597,4.032,3.607,3.248,2.96,2.752,2.538,2.366,2.251,2.114,2.011,1.914,1.849,1.808,1.722,1.634,1.58,1.552,1.541,1.514,1.46,1.448,1.4,1.41,1.396,1.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36,10.0,0.0,-0.495,0.5,2.803,3.424,0.0,-0.004,-0.943,0.333,-0.0,-0.001,0.672,0.705,0.721,0.734,0.697,0.709,0.724,0.741,0.755,0.768,0.755,0.778,0.81,0.835,0.815,0.866,0.902,0.931,0.983,1.034,1.118,1.112,1.253,1.351,1.405,1.556,1.703,1.878,2.184,2.43,2.883,3.635,4.678,6.675,12.141,27.072,28.404,16.713,10.959,8.082,6.42,5.416,4.683,4.052,3.638,3.215,2.934,2.747,2.575,2.418,2.293,2.177,2.043,1.945,1.83,1.791,1.755,1.687,1.608,1.55,1.543,1.514,1.483,1.453,1.446,1.421,1.388,1.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39,10.0,0.0,-0.594,0.535,2.802,3.709,0.0,0.005,-0.943,0.333,0.0,-0.002,0.655,0.658,0.702,0.704,0.708,0.704,0.685,0.671,0.747,0.747,0.734,0.739,0.825,0.838,0.833,0.856,0.913,0.951,0.964,1.028,1.062,1.168,1.18,1.312,1.439,1.497,1.701,1.863,2.122,2.442,2.891,3.507,4.705,6.774,12.024,26.968,28.29,16.942,10.836,8.136,6.465,5.415,4.696,4.129,3.611,3.223,2.992,2.76,2.57,2.408,2.247,2.117,2.029,1.947,1.902,1.768,1.761,1.672,1.637,1.595,1.522,1.516,1.474,1.497,1.453,1.386,1.414,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42,10.0,0.0,-0.702,0.573,2.802,3.994,0.0,-0.008,-0.943,0.333,-0.0,-0.007,0.691,0.693,0.648,0.646,0.653,0.684,0.695,0.693,0.686,0.754,0.748,0.77,0.764,0.786,0.825,0.877,0.867,0.929,0.949,1.005,1.108,1.095,1.209,1.319,1.362,1.475,1.622,1.892,2.046,2.444,2.926,3.582,4.594,6.672,11.886,26.828,28.209,16.958,11.04,8.121,6.532,5.451,4.548,4.033,3.613,3.325,3.05,2.724,2.569,2.411,2.235,2.141,2.003,1.963,1.901,1.828,1.733,1.722,1.592,1.63,1.546,1.523,1.464,1.485,1.422,1.435,1.408,1.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,10.0,0.0,-0.818,0.614,2.802,4.28,0.0,-0.037,-0.943,0.333,-0.0,-0.013,0.663,0.678,0.66,0.672,0.668,0.695,0.683,0.711,0.711,0.71,0.713,0.776,0.782,0.784,0.846,0.833,0.889,0.888,0.98,0.985,1.084,1.127,1.202,1.27,1.363,1.511,1.653,1.889,2.084,2.363,2.814,3.533,4.453,6.598,11.779,26.697,28.099,16.969,11.099,8.339,6.542,5.484,4.651,4.025,3.589,3.339,3.032,2.767,2.59,2.395,2.276,2.139,2.028,1.903,1.881,1.827,1.714,1.729,1.636,1.611,1.574,1.53,1.46,1.511,1.407,1.466,1.378,1.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48,10.0,0.0,-0.941,0.657,2.801,4.565,0.0,-0.055,-0.942,0.335,-0.0,-0.01,0.619,0.664,0.673,0.663,0.671,0.659,0.667,0.687,0.711,0.724,0.703,0.757,0.766,0.796,0.787,0.795,0.843,0.88,0.951,0.969,1.09,1.119,1.139,1.245,1.346,1.498,1.649,1.803,2.074,2.342,2.81,3.516,4.469,6.482,11.666,26.418,27.896,17.77,11.215,8.41,6.573,5.527,4.657,4.196,3.666,3.337,3.107,2.801,2.598,2.428,2.304,2.169,2.009,1.961,1.867,1.835,1.739,1.718,1.672,1.611,1.565,1.517,1.533,1.461,1.418,1.425,1.405,1.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.51,10.0,0.0,-1.073,0.704,2.799,4.85,0.0,-0.078,-0.942,0.336,0.0,-0.013,0.609,0.609,0.671,0.652,0.66,0.658,0.664,0.711,0.703,0.703,0.692,0.679,0.771,0.789,0.79,0.852,0.884,0.894,0.95,0.977,1.006,1.121,1.135,1.245,1.335,1.467,1.625,1.791,1.983,2.282,2.724,3.388,4.358,6.269,10.889,26.238,27.754,17.935,11.407,8.502,6.727,5.504,4.782,4.219,3.7,3.365,3.077,2.781,2.611,2.438,2.316,2.188,2.106,1.969,1.915,1.867,1.712,1.699,1.674,1.617,1.581,1.527,1.511,1.491,1.501,1.475,1.432,1.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54,10.0,0.0,-1.213,0.754,2.796,5.135,0.0,-0.087,-0.941,0.339,0.001,-0.016,0.604,0.612,0.66,0.669,0.666,0.662,0.669,0.677,0.685,0.707,0.697,0.698,0.748,0.75,0.772,0.853,0.845,0.865,0.874,0.993,0.993,1.068,1.123,1.258,1.334,1.391,1.531,1.749,1.968,2.244,2.683,3.263,4.309,5.88,10.277,25.846,27.504,18.864,11.67,8.694,6.871,5.665,4.816,4.245,3.799,3.356,3.099,2.858,2.685,2.479,2.307,2.201,2.062,1.986,1.911,1.863,1.773,1.742,1.65,1.62,1.616,1.53,1.58,1.498,1.474,1.462,1.441,1.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.57,10.0,0.0,-1.36,0.807,2.793,5.421,0.0,-0.109,-0.94,0.341,0.001,-0.017,0.615,0.59,0.621,0.661,0.661,0.645,0.641,0.663,0.684,0.708,0.732,0.695,0.76,0.757,0.767,0.769,0.828,0.843,0.89,0.965,0.978,1.014,1.126,1.206,1.337,1.389,1.535,1.676,1.943,2.207,2.544,3.132,4.159,5.577,9.682,25.4,27.217,19.735,12.176,8.836,6.9,5.837,4.915,4.346,3.793,3.429,3.116,2.881,2.721,2.539,2.356,2.198,2.121,2.028,1.964,1.898,1.782,1.744,1.667,1.632,1.604,1.575,1.525,1.522,1.47,1.466,1.444,1.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.050999999046325684,2.6710000038146973,-1.516,0.864,2.79,5.706,0.0,-0.121,-0.939,0.344,0.002,-0.019,0.62,0.628,0.608,0.595,0.623,0.63,0.636,0.662,0.649,0.662,0.65,0.711,0.743,0.749,0.744,0.784,0.834,0.83,0.867,0.875,0.958,0.988,1.101,1.216,1.24,1.377,1.497,1.671,1.812,2.188,2.502,2.973,4.002,5.422,9.05,24.656,27.04,20.988,12.763,9.091,7.182,5.989,5.065,4.349,3.963,3.556,3.21,2.994,2.701,2.598,2.403,2.261,2.128,2.068,2.006,1.882,1.858,1.815,1.687,1.697,1.596,1.604,1.546,1.532,1.482,1.512,1.454,1.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63,-2.1500000953674316,3.5,-1.677,0.922,2.786,5.7,0.0,0.032,-0.938,0.348,0.006,0.064,0.637,0.626,0.648,0.637,0.613,0.62,0.62,0.654,0.651,0.676,0.66,0.725,0.715,0.713,0.759,0.748,0.814,0.834,0.847,0.906,0.947,1.053,1.073,1.161,1.197,1.296,1.432,1.639,1.765,2.073,2.373,2.953,3.807,5.175,8.534,23.505,26.747,21.993,13.019,9.59,7.457,6.098,5.103,4.51,3.923,3.497,3.224,2.935,2.76,2.566,2.468,2.336,2.202,2.068,1.973,1.943,1.843,1.764,1.724,1.686,1.628,1.634,1.548,1.547,1.512,1.47,1.475,1.44,0.404,0.59,0.776,0.962,1.147,1.333,1.519,1.705,1.89,2.076,2.262,2.447,2.633,2.819,3.005,-1.522,-2.162,-2.801,-3.44,-4.08,-4.719,-5.358,-5.998,-6.637,-7.276,-7.915,-8.555,-9.194,-9.833,-10.473
0.66,-4.408999919891357,3.5,-1.837,0.98,2.794,5.632,0.0,0.868,-0.94,0.34,0.01,0.16,0.588,0.628,0.597,0.576,0.588,0.585,0.612,0.64,0.632,0.635,0.668,0.664,0.716,0.714,0.709,0.787,0.801,0.806,0.893,0.918,0.946,0.951,1.072,1.135,1.196,1.327,1.466,1.607,1.831,2.123,2.455,2.97,3.958,5.517,9.601,25.04,26.731,20.298,12.429,9.086,7.146,5.826,5.106,4.367,3.945,3.473,3.243,2.967,2.758,2.541,2.419,2.31,2.158,2.073,1.944,1.909,1.826,1.773,1.758,1.689,1.632,1.621,1.564,1.537,1.537,1.513,1.47,1.44,0.776,0.962,1.147,1.333,1.519,1.705,1.89,2.076,2.262,2.447,2.633,2.819,3.005,3.19,3.376,-2.801,-3.44,-4.08,-4.719,-5.358,-5.998,-6.637,-7.276,-7.915,-8.555,-9.194,-9.833,-10.473,-11.112,-11.751
0.69,-7.0,2.7139999866485596,-1.996,1.034,2.833,5.505,0.0,2.244,-0.953,0.303,-0.002,0.254,0.603,0.612,0.602,0.588,0.595,0.648,0.649,0.637,0.652,0.652,0.699,0.698,0.688,0.71,0.776,0.774,0.839,0.834,0.884,0.919,1.016,1.026,1.119,1.193,1.297,1.443,1.561,1.779,2.04,2.409,2.922,3.793,5.15,8.401,24.11,26.42,21.412,13.034,9.268,7.424,6.064,5.196,4.502,3.949,3.606,3.223,2.989,2.824,2.637,2.419,2.29,2.187,2.039,2.004,1.922,1.857,1.777,1.764,1.704,1.665,1.642,1.579,1.557,1.549,1.474,1.513,1.488,1.478,0.776,0.962,1.147,1.333,1.519,1.705,1.89,2.076,2.262,2.447,2.633,2.819,3.005,3.19,3.376,-2.801,-3.44,-4.08,-4.719,-5.358,-5.998,-6.637,-7.276,-7.915,-8.555,-9.194,-9.833,-10.473,-11.112,-11.751
0.72,-3.88700008392334,-2.747999906539917,-2.152,1.082,2.919,5.296,0.0,4.103,-0.975,0.221,-0.039,0.336,0.591,0.586,0.613,0.606,0.626,0.618,0.638,0.672,0.687,0.717,0.707,0.697,0.754,0.769,0.816,0.859,0.892,0.887,0.992,1.06,1.137,1.158,1.287,1.417,1.56,1.835,2.01,2.326,2.917,3.649,5.154,8.523,23.932,26.272,22.466,13.292,9.502,7.439,6.105,5.186,4.482,4.064,3.612,3.299,3.079,2.767,2.613,2.436,2.278,2.203,2.1,2.005,1.944,1.869,1.795,1.76,1.688,1.662,1.602,1.584,1.563,1.544,1.498,1.515,1.488,1.439,1.456,1.451,0.776,0.962,1.147,1.333,1.519,1.705,1.89,2.076,2.262,2.447,2.633,2.819,3.005,3.19,3.376,-2.801,-3.44,-4.08,-4.719,-5.358,-5.998,-6.637,-7.276,-7.915,-8.555,-9.194,-9.833,-10.473,-11.112,-11.751
0.75,5.236000061035156,-3.5,-2.305,1.12,3.053,5.177,0.0,4.91,-0.996,0.089,-0.108,0.26,0.645,0.63,0.649,0.65,0.633,0.716,0.7,0.688,0.779,0.779,0.778,0.84,0.874,0.899,0.943,1.012,1.018,1.117,1.259,1.294,1.431,1.597,1.755,2.022,2.411,2.91,3.8,5.345,9.118,24.354,26.176,21.238,12.883,9.273,7.246,5.944,5.031,4.469,3.972,3.601,3.204,2.982,2.808,2.584,2.397,2.3,2.157,2.078,1.971,1.93,1.835,1.753,1.729,1.703,1.635,1.647,1.588,1.57,1.542,1.487,1.497,1.482,1.492,1.457,1.418,1.464,1.434,1.481,0.776,0.962,1.147,1.333,1.519,1.705,1.89,2.076,2.262,2.447,2.633,2.819,3.005,3.19,3.376,-2.801,-3.44,-4.08,-4.719,-5.358,-5.998,-6.637,-7.276,-7.915,-8.555,-9.194,-9.833,-10.473,-11.112,-11.751
