# This is F1TENTH simulation from 07.12.2023 at time 22:35:15
# Done with git-revision: unknown
# Starting position :,"[0.0, 0.0, 0.0]"
# Saving: 0.02 s
# Speedfactor 0.8
# Controller: Blank-MPPI-1
#
# Data:
time,angular_vel_z,linear_vel_x,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,angular_control_calculated,translational_control_calculated,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_X_15,WYPT_X_16,WYPT_X_17,WYPT_X_18,WYPT_X_19,WYPT_X_20,WYPT_X_21,WYPT_X_22,WYPT_X_23,WYPT_X_24,WYPT_X_25,WYPT_X_26,WYPT_X_27,WYPT_X_28,WYPT_X_29,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_Y_15,WYPT_Y_16,WYPT_Y_17,WYPT_Y_18,WYPT_Y_19,WYPT_Y_20,WYPT_Y_21,WYPT_Y_22,WYPT_Y_23,WYPT_Y_24,WYPT_Y_25,WYPT_Y_26,WYPT_Y_27,WYPT_Y_28,WYPT_Y_29,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_VX_15,WYPT_VX_16,WYPT_VX_17,WYPT_VX_18,WYPT_VX_19,WYPT_VX_20,WYPT_VX_21,WYPT_VX_22,WYPT_VX_23,WYPT_VX_24,WYPT_VX_25,WYPT_VX_26,WYPT_VX_27,WYPT_VX_28,WYPT_VX_29,WYPT_REL_X_00,WYPT_REL_X_01,WYPT_REL_X_02,WYPT_REL_X_03,WYPT_REL_X_04,WYPT_REL_X_05,WYPT_REL_X_06,WYPT_REL_X_07,WYPT_REL_X_08,WYPT_REL_X_09,WYPT_REL_X_10,WYPT_REL_X_11,WYPT_REL_X_12,WYPT_REL_X_13,WYPT_REL_X_14,WYPT_REL_X_15,WYPT_REL_X_16,WYPT_REL_X_17,WYPT_REL_X_18,WYPT_REL_X_19,WYPT_REL_X_20,WYPT_REL_X_21,WYPT_REL_X_22,WYPT_REL_X_23,WYPT_REL_X_24,WYPT_REL_X_25,WYPT_REL_X_26,WYPT_REL_X_27,WYPT_REL_X_28,WYPT_REL_X_29,WYPT_REL_Y_00,WYPT_REL_Y_01,WYPT_REL_Y_02,WYPT_REL_Y_03,WYPT_REL_Y_04,WYPT_REL_Y_05,WYPT_REL_Y_06,WYPT_REL_Y_07,WYPT_REL_Y_08,WYPT_REL_Y_09,WYPT_REL_Y_10,WYPT_REL_Y_11,WYPT_REL_Y_12,WYPT_REL_Y_13,WYPT_REL_Y_14,WYPT_REL_Y_15,WYPT_REL_Y_16,WYPT_REL_Y_17,WYPT_REL_Y_18,WYPT_REL_Y_19,WYPT_REL_Y_20,WYPT_REL_Y_21,WYPT_REL_Y_22,WYPT_REL_Y_23,WYPT_REL_Y_24,WYPT_REL_Y_25,WYPT_REL_Y_26,WYPT_REL_Y_27,WYPT_REL_Y_28,WYPT_REL_Y_29,LIDAR_0040,LIDAR_0065,LIDAR_0090,LIDAR_0115,LIDAR_0140,LIDAR_0165,LIDAR_0190,LIDAR_0215,LIDAR_0240,LIDAR_0265,LIDAR_0290,LIDAR_0315,LIDAR_0340,LIDAR_0365,LIDAR_0390,LIDAR_0415,LIDAR_0440,LIDAR_0465,LIDAR_0490,LIDAR_0515,LIDAR_0540,LIDAR_0565,LIDAR_0590,LIDAR_0615,LIDAR_0640,LIDAR_0665,LIDAR_0690,LIDAR_0715,LIDAR_0740,LIDAR_0765,LIDAR_0790,LIDAR_0815,LIDAR_0840,LIDAR_0865,LIDAR_0890,LIDAR_0915,LIDAR_0940,LIDAR_0965,LIDAR_0990,LIDAR_1015,translational_control_applied,angular_control_applied,mu
8.76,-0.03,3.866,-0.326,0.947,-0.32,-18.374,9.303,-0.019,-0.032,-0.035,4.135,-17.817,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,9.176,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,3.9,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,0.568,0.969,1.366,1.748,2.089,2.368,2.555,2.635,2.598,2.451,2.212,1.914,1.581,1.23,0.87,0.512,0.165,-0.162,-0.457,-0.696,-0.855,-0.912,-0.836,-0.628,-0.329,0.025,0.41,0.808,1.206,1.599,0.058,0.051,0.017,-0.098,-0.306,-0.59,-0.942,-1.332,-1.729,-2.099,-2.419,-2.685,-2.906,-3.097,-3.272,-3.45,-3.649,-3.878,-4.148,-4.468,-4.834,-5.228,-5.618,-5.958,-6.222,-6.405,-6.512,-6.549,-6.526,-6.449,2.014,1.886,1.724,1.597,1.557,1.488,1.454,1.41,1.456,1.451,1.54,1.574,1.655,1.822,2.109,4.136,4.094,4.146,4.199,4.258,4.464,4.671,5.077,5.541,4.369,3.064,2.381,2.066,1.77,1.594,1.513,1.378,1.299,1.199,1.21,1.155,1.146,1.207,1.232,1.196,4.135,-0.035,0.66
8.78,-0.23,3.891,-0.327,0.947,-0.321,-18.301,9.276,-0.018,-0.032,-0.04,4.11,-17.817,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,9.176,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,3.9,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,0.49,0.891,1.289,1.671,2.012,2.292,2.479,2.56,2.523,2.376,2.138,1.84,1.508,1.156,0.797,0.439,0.092,-0.235,-0.529,-0.767,-0.926,-0.982,-0.906,-0.698,-0.398,-0.044,0.341,0.739,1.138,1.53,0.06,0.054,0.02,-0.094,-0.302,-0.586,-0.937,-1.327,-1.724,-2.094,-2.414,-2.681,-2.903,-3.094,-3.269,-3.448,-3.647,-3.877,-4.147,-4.467,-4.833,-5.228,-5.618,-5.957,-6.221,-6.404,-6.51,-6.547,-6.522,-6.445,1.983,1.809,1.699,1.607,1.52,1.489,1.469,1.452,1.451,1.473,1.513,1.557,1.64,1.937,2.05,4.059,4.03,4.038,4.096,4.206,4.382,4.606,4.928,5.421,4.156,3.038,2.509,2.087,1.836,1.663,1.46,1.413,1.277,1.25,1.199,1.206,1.171,1.159,1.213,1.273,4.11,-0.04,0.66
8.8,-0.354,3.911,-0.332,0.945,-0.326,-18.228,9.25,-0.015,-0.032,-0.042,4.089,-17.817,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,9.176,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,3.9,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,0.412,0.813,1.211,1.594,1.936,2.217,2.406,2.488,2.453,2.308,2.071,1.775,1.444,1.094,0.735,0.378,0.032,-0.294,-0.586,-0.823,-0.98,-1.034,-0.956,-0.746,-0.446,-0.09,0.295,0.693,1.092,1.484,0.064,0.059,0.028,-0.084,-0.29,-0.573,-0.924,-1.314,-1.711,-2.082,-2.403,-2.671,-2.894,-3.087,-3.264,-3.445,-3.646,-3.877,-4.149,-4.47,-4.837,-5.232,-5.621,-5.96,-6.222,-6.403,-6.507,-6.542,-6.516,-6.437,2.015,1.786,1.693,1.579,1.472,1.478,1.397,1.438,1.435,1.44,1.487,1.547,1.684,1.948,3.927,3.994,3.924,3.938,4.021,4.115,4.332,4.529,4.896,5.359,4.326,3.147,2.567,2.091,1.919,1.626,1.512,1.432,1.286,1.298,1.245,1.178,1.197,1.189,1.243,1.228,4.089,-0.042,0.66
8.82,-0.429,3.928,-0.339,0.943,-0.332,-18.154,9.223,-0.009,-0.032,-0.048,4.068,-17.817,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,9.176,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,3.9,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,0.334,0.734,1.132,1.516,1.859,2.142,2.334,2.419,2.387,2.245,2.01,1.716,1.386,1.037,0.68,0.325,-0.02,-0.344,-0.635,-0.869,-1.024,-1.076,-0.994,-0.782,-0.48,-0.123,0.263,0.661,1.06,1.451,0.068,0.066,0.037,-0.073,-0.276,-0.557,-0.906,-1.295,-1.692,-2.065,-2.388,-2.658,-2.884,-3.078,-3.258,-3.442,-3.645,-3.878,-4.152,-4.475,-4.843,-5.238,-5.627,-5.964,-6.224,-6.403,-6.504,-6.536,-6.507,-6.425,1.979,1.797,1.629,1.581,1.521,1.413,1.43,1.405,1.45,1.437,1.497,1.542,1.622,1.866,3.877,3.931,3.867,3.878,3.939,4.047,4.185,4.421,4.793,5.206,4.43,3.17,2.599,2.155,1.879,1.675,1.522,1.399,1.326,1.283,1.27,1.237,1.217,1.236,1.23,1.276,4.068,-0.048,0.66
8.84,-0.473,3.941,-0.347,0.94,-0.34,-18.08,9.197,-0.004,-0.032,-0.058,4.048,-17.817,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,9.176,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,3.9,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,0.254,0.655,1.053,1.438,1.783,2.068,2.263,2.351,2.323,2.184,1.952,1.66,1.332,0.984,0.629,0.275,-0.068,-0.39,-0.679,-0.91,-1.062,-1.11,-1.025,-0.81,-0.506,-0.148,0.24,0.638,1.036,1.427,0.07,0.072,0.047,-0.06,-0.26,-0.539,-0.886,-1.275,-1.672,-2.046,-2.37,-2.643,-2.872,-3.07,-3.252,-3.439,-3.644,-3.881,-4.157,-4.482,-4.851,-5.247,-5.635,-5.97,-6.228,-6.404,-6.502,-6.53,-6.498,-6.413,1.99,1.836,1.655,1.539,1.517,1.407,1.412,1.354,1.412,1.406,1.476,1.506,1.605,1.817,3.804,3.851,3.78,3.844,3.836,3.935,4.131,4.315,4.613,5.112,4.672,3.461,2.612,2.167,1.966,1.767,1.549,1.464,1.407,1.318,1.267,1.262,1.2,1.264,1.253,1.327,4.048,-0.058,0.66
8.86,-0.498,3.951,-0.357,0.937,-0.349,-18.006,9.169,0.002,-0.032,-0.068,3.968,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,-18.522,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,2.676,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,4.439,0.575,0.974,1.359,1.706,1.994,2.192,2.284,2.259,2.123,1.894,1.605,1.279,0.934,0.58,0.228,-0.113,-0.433,-0.719,-0.948,-1.096,-1.14,-1.052,-0.834,-0.527,-0.167,0.22,0.619,1.017,1.407,1.783,0.077,0.056,-0.047,-0.244,-0.52,-0.866,-1.253,-1.651,-2.026,-2.353,-2.628,-2.86,-3.061,-3.247,-3.436,-3.645,-3.885,-4.164,-4.491,-4.861,-5.257,-5.645,-5.978,-6.233,-6.405,-6.5,-6.524,-6.488,-6.4,-6.265,1.995,1.788,1.668,1.544,1.455,1.461,1.411,1.368,1.401,1.398,1.425,1.439,1.739,1.833,3.739,3.824,3.718,3.737,3.8,3.878,4.017,4.22,4.518,4.908,4.9,3.476,2.729,2.29,1.962,1.688,1.605,1.509,1.359,1.349,1.251,1.264,1.244,1.192,1.259,1.302,3.968,-0.068,0.66
8.88,-0.514,3.952,-0.366,0.934,-0.358,-17.932,9.142,0.007,-0.096,-0.073,3.92,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,-18.522,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,2.676,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,4.439,0.496,0.894,1.281,1.63,1.92,2.121,2.217,2.196,2.064,1.838,1.551,1.228,0.884,0.532,0.182,-0.157,-0.475,-0.758,-0.983,-1.128,-1.169,-1.077,-0.855,-0.546,-0.185,0.204,0.603,1.001,1.39,1.764,0.082,0.065,-0.035,-0.229,-0.501,-0.845,-1.232,-1.63,-2.006,-2.335,-2.613,-2.848,-3.052,-3.242,-3.435,-3.647,-3.889,-4.171,-4.501,-4.873,-5.269,-5.656,-5.987,-6.238,-6.407,-6.498,-6.519,-6.479,-6.387,-6.248,1.954,1.778,1.642,1.536,1.444,1.451,1.366,1.385,1.343,1.418,1.404,1.509,1.712,1.738,3.607,3.74,3.654,3.666,3.742,3.829,3.94,4.141,4.414,4.806,5.17,3.5,2.737,2.322,2.015,1.812,1.644,1.5,1.406,1.328,1.303,1.244,1.247,1.249,1.283,1.317,3.92,-0.073,0.66
8.9,-0.648,3.941,-0.378,0.93,-0.369,-17.858,9.114,0.01,-0.096,-0.077,3.882,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,-18.522,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,2.676,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,4.439,0.416,0.815,1.202,1.553,1.847,2.052,2.152,2.136,2.008,1.786,1.502,1.181,0.84,0.49,0.142,-0.194,-0.509,-0.789,-1.011,-1.151,-1.187,-1.091,-0.866,-0.554,-0.19,0.2,0.599,0.996,1.383,1.757,0.086,0.074,-0.021,-0.211,-0.481,-0.822,-1.208,-1.606,-1.984,-2.315,-2.596,-2.835,-3.043,-3.237,-3.434,-3.65,-3.896,-4.181,-4.513,-4.886,-5.283,-5.669,-5.997,-6.245,-6.41,-6.496,-6.513,-6.469,-6.372,-6.229,1.99,1.796,1.643,1.545,1.486,1.392,1.401,1.333,1.319,1.382,1.393,1.469,1.631,3.571,3.594,3.659,3.628,3.542,3.611,3.714,3.827,4.032,4.285,4.609,5.152,3.708,2.928,2.394,2.0,1.84,1.603,1.526,1.444,1.343,1.359,1.29,1.29,1.285,1.257,1.342,3.882,-0.077,0.66
8.92,-0.739,3.921,-0.392,0.924,-0.382,-17.785,9.086,0.015,-0.096,-0.086,3.849,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,-18.522,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,2.676,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,4.439,0.336,0.735,1.124,1.477,1.775,1.984,2.09,2.079,1.956,1.739,1.459,1.142,0.804,0.456,0.111,-0.222,-0.534,-0.81,-1.027,-1.162,-1.192,-1.091,-0.861,-0.546,-0.18,0.211,0.61,1.007,1.393,1.764,0.091,0.083,-0.006,-0.191,-0.457,-0.795,-1.18,-1.578,-1.957,-2.292,-2.577,-2.82,-3.033,-3.232,-3.433,-3.654,-3.904,-4.193,-4.528,-4.904,-5.301,-5.685,-6.01,-6.254,-6.414,-6.495,-6.506,-6.456,-6.354,-6.206,1.964,1.787,1.641,1.509,1.451,1.368,1.358,1.318,1.332,1.358,1.355,1.576,1.638,3.518,3.5,3.596,3.53,3.537,3.514,3.614,3.72,3.902,4.15,4.511,4.889,3.904,3.012,2.457,2.123,1.875,1.71,1.581,1.437,1.432,1.304,1.311,1.264,1.334,1.318,1.314,3.849,-0.086,0.66
8.94,-0.8,3.896,-0.407,0.918,-0.396,-17.712,9.057,0.021,-0.096,-0.099,3.82,-17.44,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,-18.522,9.041,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,2.676,3.648,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,4.439,0.256,0.655,1.045,1.402,1.703,1.918,2.03,2.025,1.908,1.696,1.421,1.108,0.772,0.428,0.086,-0.243,-0.551,-0.823,-1.034,-1.164,-1.188,-1.08,-0.846,-0.526,-0.158,0.234,0.633,1.029,1.414,1.783,0.094,0.092,0.009,-0.171,-0.431,-0.767,-1.149,-1.548,-1.929,-2.267,-2.556,-2.804,-3.022,-3.226,-3.433,-3.659,-3.914,-4.208,-4.546,-4.923,-5.321,-5.704,-6.025,-6.264,-6.418,-6.493,-6.498,-6.442,-6.333,-6.18,2.008,1.779,1.666,1.502,1.433,1.378,1.346,1.308,1.338,1.325,1.396,1.535,1.578,3.442,3.489,3.544,3.466,3.472,3.459,3.553,3.616,3.78,4.058,4.333,4.773,4.036,3.095,2.534,2.182,1.891,1.795,1.58,1.48,1.47,1.373,1.323,1.334,1.274,1.327,1.312,3.82,-0.099,0.66
8.96,-0.988,3.87,-0.424,0.912,-0.411,-17.64,9.027,0.024,-0.096,-0.119,3.746,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,-18.522,-18.124,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,2.676,2.715,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,4.439,4.635,0.576,0.967,1.327,1.633,1.853,1.971,1.973,1.862,1.656,1.386,1.076,0.745,0.404,0.066,-0.26,-0.564,-0.83,-1.036,-1.159,-1.177,-1.063,-0.823,-0.5,-0.129,0.264,0.664,1.058,1.441,1.808,2.154,0.1,0.024,-0.15,-0.406,-0.737,-1.118,-1.516,-1.899,-2.241,-2.535,-2.788,-3.012,-3.221,-3.434,-3.666,-3.926,-4.223,-4.565,-4.945,-5.343,-5.724,-6.041,-6.275,-6.423,-6.491,-6.489,-6.426,-6.312,-6.152,-5.953,2.007,1.792,1.672,1.499,1.445,1.394,1.355,1.308,1.298,1.31,1.344,1.523,1.588,3.386,3.381,3.428,3.373,3.378,3.337,3.464,3.56,3.684,3.875,4.159,4.615,4.385,3.283,2.759,2.22,1.994,1.81,1.674,1.535,1.452,1.399,1.357,1.338,1.347,1.305,1.356,3.746,-0.119,0.66
8.98,-1.13,3.828,-0.444,0.903,-0.429,-17.569,8.997,0.03,-0.096,-0.128,3.702,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,-18.522,-18.124,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,2.676,2.715,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,4.439,4.635,0.497,0.89,1.252,1.563,1.791,1.916,1.926,1.823,1.624,1.359,1.055,0.728,0.392,0.058,-0.263,-0.562,-0.822,-1.021,-1.137,-1.146,-1.024,-0.778,-0.45,-0.077,0.318,0.717,1.111,1.491,1.854,2.197,0.109,0.04,-0.126,-0.376,-0.703,-1.081,-1.48,-1.865,-2.21,-2.51,-2.769,-2.999,-3.216,-3.435,-3.673,-3.939,-4.242,-4.588,-4.97,-5.369,-5.747,-6.06,-6.287,-6.427,-6.487,-6.478,-6.407,-6.284,-6.117,-5.911,2.009,1.781,1.641,1.558,1.41,1.38,1.299,1.31,1.25,1.245,1.314,1.469,1.467,3.332,3.326,3.422,3.333,3.281,3.257,3.378,3.412,3.597,3.772,4.06,4.427,4.8,3.494,2.781,2.388,2.06,1.779,1.674,1.539,1.496,1.43,1.406,1.371,1.357,1.341,1.422,3.702,-0.128,0.66
9.0,-1.218,3.784,-0.467,0.893,-0.45,-17.499,8.966,0.038,-0.096,-0.13,3.668,-17.074,-16.748,-16.492,-16.318,-16.254,-16.303,-16.465,-16.723,-17.052,-17.419,-17.805,-18.199,-18.596,-18.992,-19.384,-19.768,-20.133,-20.462,-20.73,-20.91,-20.962,-20.874,-20.675,-20.398,-20.068,-19.703,-19.317,-18.921,-18.522,-18.124,8.882,8.651,8.345,7.986,7.593,7.198,6.834,6.53,6.304,6.147,6.043,5.975,5.924,5.87,5.793,5.68,5.519,5.292,4.996,4.641,4.247,3.859,3.513,3.226,3.002,2.839,2.734,2.681,2.676,2.715,3.401,3.336,3.238,3.147,3.101,3.077,3.193,3.2,3.368,3.634,3.987,4.371,4.713,4.481,4.087,3.729,3.442,3.241,3.025,2.859,2.839,2.94,3.127,3.341,3.564,3.791,4.016,4.233,4.439,4.635,0.418,0.812,1.179,1.495,1.73,1.864,1.883,1.789,1.597,1.34,1.042,0.72,0.389,0.06,-0.256,-0.548,-0.802,-0.993,-1.1,-1.1,-0.97,-0.716,-0.384,-0.007,0.389,0.788,1.18,1.557,1.916,2.254,0.116,0.056,-0.102,-0.344,-0.666,-1.041,-1.439,-1.826,-2.177,-2.482,-2.748,-2.986,-3.21,-3.437,-3.682,-3.955,-4.264,-4.614,-4.999,-5.397,-5.773,-6.08,-6.299,-6.431,-6.482,-6.463,-6.384,-6.253,-6.077,-5.864,2.033,1.775,1.597,1.511,1.389,1.387,1.273,1.255,1.256,1.259,1.417,1.421,1.419,3.262,3.314,3.33,3.251,3.208,3.17,3.253,3.329,3.446,3.636,3.933,4.223,4.686,3.751,2.959,2.411,2.162,1.888,1.761,1.63,1.498,1.481,1.425,1.363,1.35,1.38,1.383,3.668,-0.13,0.66
