# This is F1TENTH simulation from 12.02.2024 at time 18:36:13
# Done with git-revision: unknown
# Starting position :,"[3.62, 6.26, 0.378]"
# Saving: 0.02 s
# Speedfactor 1.0
# Controller: Recorder-Node
#
# Data:
time,angular_vel_z,linear_vel_x,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,angular_control_calculated,translational_control_calculated,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_X_15,WYPT_X_16,WYPT_X_17,WYPT_X_18,WYPT_X_19,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_Y_15,WYPT_Y_16,WYPT_Y_17,WYPT_Y_18,WYPT_Y_19,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_VX_15,WYPT_VX_16,WYPT_VX_17,WYPT_VX_18,WYPT_VX_19,LIDAR_0040,LIDAR_0065,LIDAR_0090,LIDAR_0115,LIDAR_0140,LIDAR_0165,LIDAR_0190,LIDAR_0215,LIDAR_0240,LIDAR_0265,LIDAR_0290,LIDAR_0315,LIDAR_0340,LIDAR_0365,LIDAR_0390,LIDAR_0415,LIDAR_0440,LIDAR_0465,LIDAR_0490,LIDAR_0515,LIDAR_0540,LIDAR_0565,LIDAR_0590,LIDAR_0615,LIDAR_0640,LIDAR_0665,LIDAR_0690,LIDAR_0715,LIDAR_0740,LIDAR_0765,LIDAR_0790,LIDAR_0815,LIDAR_0840,LIDAR_0865,LIDAR_0890,LIDAR_0915,LIDAR_0940,LIDAR_0965,LIDAR_0990,LIDAR_1015
1.149,0.001,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.87,4.324,4.28,1.933,4.821,4.721,2.268,4.389,4.371,4.6,4.765,3.078,2.689,2.396,2.795,2.841,3.325,4.058,3.502,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.874,10.943,11.568,11.408,11.878
1.201,0.0,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.861,4.306,4.294,1.937,4.833,4.727,2.268,4.377,4.375,4.591,4.758,3.072,2.694,2.401,2.803,2.832,3.328,4.08,3.572,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.889,10.96,11.558,11.395,11.857
1.249,-0.002,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.855,4.316,4.291,1.919,4.848,4.719,2.262,4.391,4.378,4.59,4.762,3.081,2.708,2.395,2.802,2.83,3.312,4.076,3.56,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.86,10.935,11.547,11.393,11.869
1.299,-0.001,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.859,4.311,4.283,1.909,4.777,4.72,2.261,4.384,4.384,4.594,4.759,3.081,2.688,2.399,2.799,2.827,3.315,4.075,3.597,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.868,10.942,11.558,11.406,11.855
1.35,-0.001,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.866,4.316,4.28,1.934,4.807,4.723,2.257,4.373,4.384,4.591,4.75,3.076,2.704,2.399,2.803,2.836,3.314,4.076,3.551,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.884,10.959,11.558,11.399,11.879
1.4,0.001,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.857,4.322,4.298,1.931,4.79,4.72,2.264,4.341,4.363,4.597,4.763,3.087,2.694,2.397,2.803,2.839,3.313,4.069,3.529,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.869,10.929,11.558,11.41,11.877
1.45,-0.001,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.859,4.297,4.29,1.941,4.805,4.724,2.262,4.366,4.373,4.59,4.751,3.088,2.693,2.398,2.807,2.831,3.329,4.078,3.558,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.859,10.949,11.555,11.394,11.856
1.5,0.001,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.869,4.311,4.29,1.922,4.826,4.725,2.258,4.391,4.369,4.594,4.76,3.088,2.698,2.393,2.802,2.837,3.314,4.059,3.567,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.879,10.943,11.558,11.41,11.872
1.551,0.0,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.856,4.31,4.289,1.93,4.813,4.715,2.265,4.387,4.377,4.596,4.764,3.09,2.698,2.391,2.804,2.843,3.318,4.063,3.538,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.893,10.952,11.562,11.388,11.87
1.601,-0.0,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.853,4.318,4.293,1.917,4.817,4.725,2.26,4.381,4.363,4.591,4.758,3.085,2.697,2.394,2.804,2.829,3.316,4.07,3.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.888,10.862,10.943,11.543,11.397,11.877
1.651,0.0,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.866,4.306,4.277,1.922,4.792,4.721,2.26,4.375,4.382,4.592,4.757,3.074,2.7,2.389,2.801,2.829,3.321,4.064,3.501,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.841,10.936,11.562,11.396,11.858
1.71,-0.0,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.867,4.313,4.285,1.926,4.777,4.724,2.263,4.381,4.381,4.596,4.763,3.085,2.696,2.397,2.802,2.83,3.318,4.074,3.551,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.872,10.933,11.552,11.403,11.865
1.751,-0.001,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.861,4.319,4.298,1.933,4.806,4.722,2.256,4.371,4.369,4.596,4.757,3.09,2.702,2.393,2.809,2.82,3.332,4.073,3.457,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.859,10.942,11.567,11.392,11.885
1.802,0.002,-0.0,-0.007,1.0,-0.007,-16.813,-2.132,0.0,0.024,0.0,0.0,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-11.103,-11.231,-11.469,-11.775,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,0.462,0.838,1.158,1.414,7.165,7.447,7.709,7.956,7.595,7.1,6.665,6.264,5.89,5.537,5.203,4.881,4.565,4.262,3.989,3.788,3.719,3.726,3.911,4.252,2.857,4.306,4.277,1.925,4.735,4.723,2.254,4.381,4.379,4.593,4.763,3.085,2.713,2.394,2.81,2.832,3.329,4.064,3.505,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,10.877,10.951,11.53,11.404,11.869
