# This is F1TENTH simulation from 12.02.2024 at time 18:45:04
# Done with git-revision: unknown
# Starting position :,"[3.62, 6.26, 0.378]"
# Saving: 0.02 s
# Speedfactor 1.0
# Controller: Recorder-Node
#
# Data:
time,angular_vel_z,linear_vel_x,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,angular_control_calculated,translational_control_calculated,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_X_15,WYPT_X_16,WYPT_X_17,WYPT_X_18,WYPT_X_19,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_Y_15,WYPT_Y_16,WYPT_Y_17,WYPT_Y_18,WYPT_Y_19,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_VX_15,WYPT_VX_16,WYPT_VX_17,WYPT_VX_18,WYPT_VX_19,LIDAR_0040,LIDAR_0065,LIDAR_0090,LIDAR_0115,LIDAR_0140,LIDAR_0165,LIDAR_0190,LIDAR_0215,LIDAR_0240,LIDAR_0265,LIDAR_0290,LIDAR_0315,LIDAR_0340,LIDAR_0365,LIDAR_0390,LIDAR_0415,LIDAR_0440,LIDAR_0465,LIDAR_0490,LIDAR_0515,LIDAR_0540,LIDAR_0565,LIDAR_0590,LIDAR_0615,LIDAR_0640,LIDAR_0665,LIDAR_0690,LIDAR_0715,LIDAR_0740,LIDAR_0765,LIDAR_0790,LIDAR_0815,LIDAR_0840,LIDAR_0865,LIDAR_0890,LIDAR_0915,LIDAR_0940,LIDAR_0965,LIDAR_0990,LIDAR_1015
1.17,-0.0,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.8,2.38,3.755,4.564,4.437,2.186,1.602,1.818,2.33,1.978,2.462,2.151,3.628,3.204,3.539,3.78,5.037,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.457,65.533,65.533,11.022,7.935,11.279,11.604,10.609,8.546,7.259
1.22,-0.0,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.794,2.379,3.756,4.572,4.418,2.188,1.596,1.821,2.322,1.98,2.461,2.147,3.647,3.197,3.542,3.77,5.046,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.405,65.533,65.533,11.018,7.958,11.287,11.61,10.6,8.557,7.25
1.271,-0.001,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.799,2.385,3.737,4.571,4.454,2.186,1.603,1.818,2.317,1.976,2.471,2.154,3.638,3.2,3.543,3.776,5.048,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.412,65.533,65.533,11.043,7.95,11.28,11.615,10.618,8.574,7.253
1.327,-0.0,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.798,2.382,3.745,4.589,4.473,2.167,1.598,1.818,2.335,1.982,2.456,2.157,3.649,3.197,3.541,3.782,5.053,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.353,65.533,65.533,11.037,7.948,11.28,11.628,10.614,8.551,7.246
1.372,0.001,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.798,2.379,3.758,4.574,4.469,2.169,1.6,1.821,2.326,1.976,2.459,2.145,3.638,3.202,3.54,3.767,5.043,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.474,65.533,65.533,11.068,7.931,11.279,11.626,10.643,8.588,7.246
1.423,0.0,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.797,2.386,3.751,4.57,4.465,2.191,1.593,1.819,2.327,1.98,2.456,2.149,3.642,3.199,3.546,3.779,5.042,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.426,65.533,65.533,11.027,7.948,11.29,11.621,10.592,8.558,7.254
1.473,0.001,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.798,2.38,3.747,4.568,4.38,2.182,1.594,1.83,2.325,1.974,2.458,2.15,3.635,3.194,3.541,3.781,5.05,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.443,65.533,65.533,11.052,7.957,11.287,11.627,10.617,8.574,7.252
1.523,0.001,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.804,2.373,3.753,4.557,4.454,2.183,1.59,1.818,2.328,1.982,2.47,2.151,3.631,3.2,3.534,3.768,5.048,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.531,65.533,65.533,11.026,7.971,11.275,11.625,10.615,8.556,7.248
1.574,0.002,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.804,2.389,3.742,4.573,4.447,2.177,1.599,1.824,2.321,1.978,2.456,2.153,3.63,3.2,3.548,3.791,5.043,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.423,65.533,65.533,11.029,7.902,11.287,11.601,10.616,8.569,7.264
1.623,0.003,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.794,2.388,3.756,4.573,4.443,2.179,1.597,1.814,2.324,1.973,2.472,2.15,3.646,3.196,3.533,3.774,5.044,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.436,65.533,65.533,11.061,7.967,11.279,11.593,10.612,8.563,7.258
1.674,0.0,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.812,2.378,3.75,4.558,4.373,2.184,1.609,1.821,2.327,1.971,2.461,2.142,3.634,3.2,3.543,3.779,5.049,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.395,65.533,65.533,11.019,7.973,11.294,11.608,10.603,8.555,7.264
1.724,0.0,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.801,2.389,3.749,4.583,4.462,2.18,1.598,1.818,2.334,1.971,2.462,2.148,3.634,3.202,3.556,3.776,5.047,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.397,65.533,65.533,11.058,7.95,11.286,11.619,10.587,8.562,7.251
1.774,0.001,-0.0,0.227,0.974,0.225,-18.21,-2.514,0.0,0.024,0.0,0.0,-17.863,-17.466,-17.068,-16.67,-16.271,-15.873,-15.475,-15.076,-14.678,-14.281,-13.885,-13.491,-13.103,-12.724,-12.359,-12.014,-11.701,-11.432,-11.226,-11.107,-2.246,-2.204,-2.165,-2.129,-2.094,-2.061,-2.027,-1.992,-1.956,-1.913,-1.859,-1.787,-1.691,-1.565,-1.404,-1.201,-0.954,-0.659,-0.317,0.064,4.626,4.942,5.228,5.49,5.732,5.957,6.168,6.365,6.076,5.68,5.332,5.011,4.712,4.429,4.162,3.905,3.652,3.41,3.192,3.03,1.802,2.39,3.748,4.575,4.432,2.18,1.59,1.821,2.324,1.977,2.462,2.152,3.638,3.202,3.544,3.784,5.032,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,65.533,6.416,65.533,65.533,11.029,7.938,11.288,11.629,10.619,8.558,7.258
