# This is F1TENTH simulation from 08.12.2023 at time 17:06:19
# Done with git-revision: unknown
# Starting position :,"[3.62, 6.26, 0.378]"
# Saving: 0.02 s
# Speedfactor 0.6
# Controller: Blank-MPPI-1
#
# Data:
time,angular_vel_z,linear_vel_x,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,angular_control_calculated,translational_control_calculated,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_X_15,WYPT_X_16,WYPT_X_17,WYPT_X_18,WYPT_X_19,WYPT_X_20,WYPT_X_21,WYPT_X_22,WYPT_X_23,WYPT_X_24,WYPT_X_25,WYPT_X_26,WYPT_X_27,WYPT_X_28,WYPT_X_29,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_Y_15,WYPT_Y_16,WYPT_Y_17,WYPT_Y_18,WYPT_Y_19,WYPT_Y_20,WYPT_Y_21,WYPT_Y_22,WYPT_Y_23,WYPT_Y_24,WYPT_Y_25,WYPT_Y_26,WYPT_Y_27,WYPT_Y_28,WYPT_Y_29,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_VX_15,WYPT_VX_16,WYPT_VX_17,WYPT_VX_18,WYPT_VX_19,WYPT_VX_20,WYPT_VX_21,WYPT_VX_22,WYPT_VX_23,WYPT_VX_24,WYPT_VX_25,WYPT_VX_26,WYPT_VX_27,WYPT_VX_28,WYPT_VX_29,WYPT_REL_X_00,WYPT_REL_X_01,WYPT_REL_X_02,WYPT_REL_X_03,WYPT_REL_X_04,WYPT_REL_X_05,WYPT_REL_X_06,WYPT_REL_X_07,WYPT_REL_X_08,WYPT_REL_X_09,WYPT_REL_X_10,WYPT_REL_X_11,WYPT_REL_X_12,WYPT_REL_X_13,WYPT_REL_X_14,WYPT_REL_X_15,WYPT_REL_X_16,WYPT_REL_X_17,WYPT_REL_X_18,WYPT_REL_X_19,WYPT_REL_X_20,WYPT_REL_X_21,WYPT_REL_X_22,WYPT_REL_X_23,WYPT_REL_X_24,WYPT_REL_X_25,WYPT_REL_X_26,WYPT_REL_X_27,WYPT_REL_X_28,WYPT_REL_X_29,WYPT_REL_Y_00,WYPT_REL_Y_01,WYPT_REL_Y_02,WYPT_REL_Y_03,WYPT_REL_Y_04,WYPT_REL_Y_05,WYPT_REL_Y_06,WYPT_REL_Y_07,WYPT_REL_Y_08,WYPT_REL_Y_09,WYPT_REL_Y_10,WYPT_REL_Y_11,WYPT_REL_Y_12,WYPT_REL_Y_13,WYPT_REL_Y_14,WYPT_REL_Y_15,WYPT_REL_Y_16,WYPT_REL_Y_17,WYPT_REL_Y_18,WYPT_REL_Y_19,WYPT_REL_Y_20,WYPT_REL_Y_21,WYPT_REL_Y_22,WYPT_REL_Y_23,WYPT_REL_Y_24,WYPT_REL_Y_25,WYPT_REL_Y_26,WYPT_REL_Y_27,WYPT_REL_Y_28,WYPT_REL_Y_29,LIDAR_0040,LIDAR_0065,LIDAR_0090,LIDAR_0115,LIDAR_0140,LIDAR_0165,LIDAR_0190,LIDAR_0215,LIDAR_0240,LIDAR_0265,LIDAR_0290,LIDAR_0315,LIDAR_0340,LIDAR_0365,LIDAR_0390,LIDAR_0415,LIDAR_0440,LIDAR_0465,LIDAR_0490,LIDAR_0515,LIDAR_0540,LIDAR_0565,LIDAR_0590,LIDAR_0615,LIDAR_0640,LIDAR_0665,LIDAR_0690,LIDAR_0715,LIDAR_0740,LIDAR_0765,LIDAR_0790,LIDAR_0815,LIDAR_0840,LIDAR_0865,LIDAR_0890,LIDAR_0915,LIDAR_0940,LIDAR_0965,LIDAR_0990,LIDAR_1015,translational_control_applied,angular_control_applied,mu
3.96,0.196,2.537,0.447,0.902,0.432,3.606,6.239,0.0,0.145,0.211,2.603,4.006,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,6.294,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,2.391,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,0.385,0.75,1.057,1.277,1.409,1.457,1.428,1.333,1.183,0.989,0.759,0.499,0.216,-0.085,-0.399,-0.723,-1.054,-1.389,-1.727,-2.066,-2.405,-2.744,-3.081,-3.418,-3.754,-4.09,-4.425,-4.759,-5.092,-5.426,-0.123,0.036,0.291,0.623,1.0,1.396,1.794,2.182,2.553,2.902,3.229,3.533,3.816,4.079,4.326,4.561,4.786,5.004,5.218,5.43,5.642,5.855,6.07,6.285,6.502,6.72,6.938,7.158,7.379,7.6,2.779,2.986,3.294,3.551,7.581,6.055,5.151,4.556,4.133,3.735,3.549,3.335,3.26,3.158,3.083,3.106,3.166,3.231,3.374,3.471,3.721,4.134,4.562,4.993,4.633,4.384,4.183,4.077,0.787,0.703,0.7,0.701,0.731,0.749,0.857,0.905,1.004,1.197,1.371,1.685,2.603,0.211,1.2
3.98,0.181,2.566,0.468,0.892,0.452,3.644,6.244,0.0,0.145,0.219,2.598,4.006,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,6.294,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,2.391,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,0.346,0.715,1.026,1.254,1.395,1.451,1.431,1.345,1.204,1.018,0.794,0.542,0.265,-0.03,-0.338,-0.657,-0.982,-1.312,-1.645,-1.98,-2.314,-2.648,-2.98,-3.312,-3.644,-3.974,-4.304,-4.633,-4.962,-5.29,-0.119,0.032,0.28,0.607,0.98,1.376,1.774,2.165,2.538,2.892,3.224,3.533,3.822,4.092,4.346,4.588,4.82,5.046,5.268,5.487,5.706,5.927,6.149,6.372,6.596,6.821,7.047,7.274,7.502,7.731,2.867,3.051,3.286,3.705,7.311,5.976,5.071,4.411,4.022,3.759,3.467,3.325,3.198,3.117,3.071,3.074,3.12,3.163,3.3,3.486,3.723,4.141,4.579,4.915,4.573,4.373,4.184,4.057,0.801,0.696,0.711,0.698,0.758,0.752,0.859,0.899,1.008,1.101,1.396,1.669,2.598,0.219,1.2
4.0,0.181,2.566,0.491,0.882,0.472,3.681,6.261,0.0,0.211,0.225,2.589,4.006,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,6.294,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,2.391,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,0.302,0.675,0.992,1.228,1.376,1.442,1.43,1.353,1.22,1.042,0.826,0.58,0.31,0.021,-0.282,-0.595,-0.915,-1.24,-1.568,-1.898,-2.228,-2.556,-2.884,-3.211,-3.537,-3.863,-4.188,-4.512,-4.835,-5.158,-0.124,0.019,0.259,0.581,0.952,1.346,1.745,2.137,2.514,2.872,3.209,3.524,3.819,4.096,4.357,4.606,4.846,5.079,5.308,5.534,5.761,5.989,6.219,6.449,6.681,6.913,7.147,7.381,7.617,7.853,2.886,3.116,3.392,3.709,6.822,5.605,4.896,4.372,3.885,3.648,3.413,3.264,3.143,3.097,3.086,3.086,3.07,3.167,3.328,3.503,3.821,4.128,4.583,4.858,4.587,4.275,4.144,4.021,0.877,0.776,0.63,0.649,0.758,0.746,0.861,0.91,1.031,1.097,1.403,1.683,2.589,0.225,1.2
4.02,0.151,2.461,0.515,0.87,0.492,3.736,6.291,0.0,0.211,0.24,2.55,4.006,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,6.294,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,2.391,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,0.236,0.612,0.934,1.177,1.334,1.409,1.407,1.339,1.215,1.045,0.837,0.599,0.336,0.054,-0.243,-0.55,-0.864,-1.183,-1.506,-1.83,-2.154,-2.476,-2.799,-3.12,-3.44,-3.76,-4.079,-4.397,-4.715,-5.032,-0.13,0.004,0.237,0.553,0.92,1.312,1.711,2.104,2.484,2.846,3.187,3.508,3.808,4.092,4.36,4.615,4.862,5.103,5.339,5.573,5.807,6.043,6.28,6.518,6.756,6.996,7.237,7.479,7.722,7.965,2.942,3.204,3.53,8.193,6.492,5.378,4.735,4.193,3.811,3.518,3.357,3.165,3.113,3.047,3.044,3.021,3.069,3.199,3.324,3.54,3.816,4.194,4.727,4.727,4.477,4.207,4.092,4.009,0.867,0.757,0.644,0.664,0.651,0.78,0.824,0.915,1.05,1.138,1.445,1.754,2.55,0.24,1.2
4.04,0.151,2.461,0.549,0.853,0.522,3.792,6.323,0.0,0.211,0.251,2.524,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,-4.965,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,10.806,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,6.108,0.547,0.878,1.132,1.302,1.389,1.401,1.347,1.236,1.078,0.882,0.655,0.403,0.13,-0.157,-0.455,-0.761,-1.072,-1.386,-1.702,-2.018,-2.332,-2.646,-2.959,-3.272,-3.583,-3.894,-4.204,-4.513,-4.821,-5.129,-0.015,0.206,0.514,0.875,1.265,1.664,2.06,2.444,2.811,3.16,3.489,3.799,4.092,4.37,4.636,4.894,5.146,5.393,5.638,5.884,6.13,6.378,6.627,6.877,7.128,7.38,7.632,7.886,8.14,8.396,3.067,3.322,3.668,7.653,6.114,5.061,4.47,4.015,3.725,3.423,3.254,3.092,3.024,2.959,2.942,3.016,3.071,3.16,3.303,3.567,3.83,4.226,4.815,4.658,4.312,4.174,4.04,4.0,3.972,0.723,0.659,0.652,0.673,0.716,0.771,0.871,0.964,1.076,1.348,1.773,2.524,0.251,1.2
4.06,0.151,2.461,0.561,0.847,0.532,3.815,6.338,0.0,0.166,0.258,2.516,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,-4.965,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,10.806,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,6.108,0.52,0.853,1.11,1.285,1.377,1.393,1.343,1.237,1.084,0.892,0.668,0.42,0.151,-0.133,-0.429,-0.731,-1.039,-1.351,-1.664,-1.977,-2.289,-2.6,-2.91,-3.219,-3.528,-3.836,-4.142,-4.449,-4.754,-5.059,-0.022,0.196,0.501,0.86,1.248,1.648,2.044,2.429,2.798,3.149,3.481,3.794,4.09,4.371,4.641,4.903,5.158,5.409,5.658,5.907,6.158,6.409,6.662,6.915,7.17,7.425,7.682,7.939,8.197,8.456,3.228,3.539,8.62,6.955,5.62,4.845,4.239,3.838,3.505,3.311,3.168,3.057,2.978,2.93,2.918,2.93,3.02,3.201,3.282,3.538,3.855,4.311,4.823,4.5,4.265,4.069,3.927,3.966,3.895,0.767,0.718,0.61,0.615,0.665,0.716,0.83,0.899,1.087,1.321,1.781,2.516,0.258,1.2
4.08,0.121,2.37,0.615,0.817,0.577,3.905,6.396,0.0,0.174,0.278,2.472,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,-4.965,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,10.806,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,6.108,0.411,0.756,1.029,1.222,1.335,1.373,1.345,1.26,1.126,0.954,0.749,0.517,0.265,-0.004,-0.284,-0.572,-0.866,-1.163,-1.462,-1.762,-2.059,-2.356,-2.652,-2.948,-3.242,-3.536,-3.828,-4.12,-4.411,-4.702,-0.046,0.154,0.444,0.794,1.177,1.574,1.973,2.363,2.74,3.101,3.444,3.77,4.08,4.377,4.662,4.94,5.211,5.479,5.744,6.01,6.277,6.545,6.814,7.084,7.354,7.626,7.899,8.172,8.446,8.721,3.27,3.603,8.755,6.796,5.483,4.692,4.156,3.804,3.474,3.289,3.065,2.987,2.966,2.923,2.913,2.953,3.024,3.165,3.336,3.582,3.904,4.332,4.739,4.443,4.243,4.043,3.974,3.947,3.925,0.789,0.676,0.577,0.624,0.617,0.716,0.842,0.886,1.1,1.36,1.782,2.472,0.278,1.2
4.1,0.087,2.336,0.64,0.802,0.597,3.946,6.402,0.0,0.174,0.286,2.453,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,-4.965,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,10.806,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,6.108,0.373,0.722,1.003,1.205,1.327,1.375,1.357,1.281,1.158,0.994,0.798,0.574,0.33,0.069,-0.204,-0.485,-0.772,-1.062,-1.354,-1.647,-1.938,-2.228,-2.517,-2.805,-3.092,-3.379,-3.665,-3.95,-4.234,-4.517,-0.036,0.155,0.438,0.782,1.162,1.558,1.958,2.35,2.73,3.095,3.443,3.774,4.09,4.393,4.686,4.97,5.249,5.524,5.796,6.069,6.343,6.619,6.895,7.172,7.45,7.729,8.008,8.289,8.57,8.852,3.513,3.88,7.469,5.977,4.921,4.324,3.885,3.537,3.29,3.134,3.016,2.886,2.88,2.868,2.826,2.894,2.973,3.108,3.384,3.584,4.003,4.473,4.514,4.247,4.015,3.926,3.834,3.804,3.848,3.879,0.694,0.647,0.604,0.578,0.591,0.732,0.864,0.968,1.347,1.856,2.453,0.286,1.2
4.12,0.087,2.336,0.668,0.785,0.62,3.966,6.405,0.0,0.174,0.282,2.455,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,-4.965,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,10.806,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,6.108,0.354,0.709,0.998,1.21,1.343,1.402,1.395,1.331,1.218,1.065,0.879,0.665,0.429,0.177,-0.087,-0.36,-0.639,-0.922,-1.206,-1.491,-1.774,-2.056,-2.337,-2.618,-2.897,-3.176,-3.453,-3.73,-4.006,-4.282,-0.037,0.144,0.42,0.758,1.134,1.529,1.929,2.324,2.707,3.076,3.43,3.768,4.092,4.402,4.702,4.994,5.281,5.564,5.846,6.127,6.41,6.693,6.978,7.263,7.549,7.836,8.124,8.413,8.702,8.992,3.652,8.707,6.833,5.577,4.705,4.149,3.76,3.44,3.202,3.014,2.92,2.854,2.805,2.801,2.817,2.886,2.954,3.113,3.344,3.629,4.005,4.573,4.385,4.16,3.989,3.896,3.782,3.833,3.89,3.917,0.739,0.599,0.652,0.551,0.631,0.669,0.867,1.025,1.328,1.964,2.455,0.282,1.2
4.14,0.087,2.336,0.668,0.785,0.62,3.966,6.405,0.0,0.174,0.282,2.455,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,-4.965,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,10.806,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,6.108,0.354,0.709,0.998,1.21,1.343,1.402,1.395,1.331,1.218,1.065,0.879,0.665,0.429,0.177,-0.087,-0.36,-0.639,-0.922,-1.206,-1.491,-1.774,-2.056,-2.337,-2.618,-2.897,-3.176,-3.453,-3.73,-4.006,-4.282,-0.037,0.144,0.42,0.758,1.134,1.529,1.929,2.324,2.707,3.076,3.43,3.768,4.092,4.402,4.702,4.994,5.281,5.564,5.846,6.127,6.41,6.693,6.978,7.263,7.549,7.836,8.124,8.413,8.702,8.992,3.78,8.615,6.507,5.298,4.543,3.986,3.633,3.304,3.116,2.984,2.843,2.805,2.774,2.773,2.859,2.905,2.993,3.152,3.41,3.707,4.145,4.65,4.332,4.13,3.954,3.838,3.79,3.872,3.866,3.902,0.716,0.634,0.62,0.584,0.609,0.719,0.869,1.109,1.441,2.345,2.455,0.282,1.2
4.16,0.051,2.415,0.696,0.767,0.641,4.016,6.444,0.0,0.164,0.298,2.453,4.267,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,-4.965,6.596,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,10.806,2.341,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,6.108,0.29,0.649,0.945,1.166,1.31,1.38,1.384,1.33,1.228,1.086,0.909,0.705,0.479,0.235,-0.021,-0.285,-0.556,-0.83,-1.107,-1.383,-1.658,-1.932,-2.205,-2.478,-2.749,-3.019,-3.288,-3.557,-3.825,-4.092,-0.045,0.126,0.394,0.726,1.098,1.491,1.89,2.286,2.673,3.046,3.404,3.748,4.077,4.394,4.701,5.001,5.295,5.586,5.875,6.164,6.454,6.744,7.036,7.329,7.623,7.917,8.213,8.509,8.805,9.103,3.765,8.598,6.495,5.303,4.539,3.996,3.633,3.308,3.12,2.99,2.831,2.814,2.76,2.763,2.856,2.934,2.979,3.141,3.402,3.698,4.13,4.63,4.355,4.108,3.944,3.858,3.796,3.847,3.866,3.889,0.71,0.647,0.617,0.573,0.622,0.731,0.896,1.088,1.433,2.342,2.453,0.298,1.2
4.18,0.009,2.307,0.755,0.729,0.685,4.09,6.508,0.0,0.186,0.303,2.438,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,-4.965,-5.361,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,10.806,10.864,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,6.108,6.188,0.558,0.869,1.109,1.274,1.367,1.394,1.364,1.285,1.164,1.008,0.824,0.618,0.393,0.155,-0.092,-0.345,-0.602,-0.862,-1.121,-1.379,-1.636,-1.892,-2.147,-2.401,-2.654,-2.906,-3.157,-3.407,-3.657,-3.905,0.092,0.342,0.661,1.025,1.414,1.812,2.211,2.603,2.984,3.352,3.707,4.05,4.38,4.702,5.017,5.327,5.633,5.938,6.242,6.548,6.854,7.162,7.47,7.78,8.089,8.4,8.712,9.024,9.336,9.65,3.882,7.819,6.044,4.981,4.305,3.825,3.467,3.241,3.059,2.902,2.826,2.783,2.785,2.719,2.803,2.879,2.97,3.156,3.428,3.683,4.174,4.467,4.218,4.03,3.863,3.775,3.783,3.762,3.818,3.883,0.71,0.677,0.629,0.625,0.571,0.622,0.788,0.999,1.29,2.371,2.438,0.303,1.2
4.2,0.009,2.307,0.796,0.699,0.715,4.13,6.546,0.0,0.186,0.307,2.43,4.433,4.489,4.445,4.317,4.118,3.865,3.571,3.244,2.895,2.53,2.153,1.768,1.377,0.984,0.589,0.192,-0.205,-0.602,-1.0,-1.397,-1.794,-2.191,-2.588,-2.984,-3.381,-3.777,-4.173,-4.569,-4.965,-5.361,6.957,7.352,7.749,8.127,8.474,8.783,9.053,9.284,9.479,9.641,9.773,9.881,9.968,10.04,10.1,10.152,10.199,10.244,10.288,10.334,10.382,10.431,10.481,10.532,10.585,10.639,10.694,10.749,10.806,10.864,2.296,2.39,2.527,2.648,2.795,2.946,3.107,3.275,3.447,3.626,3.815,4.013,4.203,4.378,4.542,4.695,4.839,4.975,5.104,5.226,5.342,5.453,5.559,5.66,5.757,5.85,5.939,6.025,6.108,6.188,0.506,0.827,1.081,1.261,1.37,1.414,1.401,1.338,1.234,1.094,0.925,0.733,0.523,0.299,0.066,-0.174,-0.418,-0.664,-0.91,-1.155,-1.398,-1.641,-1.882,-2.123,-2.362,-2.601,-2.838,-3.075,-3.311,-3.546,0.071,0.307,0.616,0.972,1.356,1.753,2.152,2.547,2.933,3.307,3.67,4.02,4.36,4.691,5.016,5.336,5.653,5.968,6.284,6.6,6.917,7.235,7.554,7.873,8.193,8.514,8.836,9.158,9.481,9.804,8.803,6.576,5.247,4.492,3.94,3.53,3.23,3.045,2.895,2.776,2.717,2.676,2.677,2.711,2.775,2.888,3.031,3.19,3.491,3.827,4.424,4.224,4.046,3.83,3.755,3.678,3.686,3.737,3.779,3.853,4.019,0.658,0.624,0.607,0.613,0.553,0.675,0.989,1.311,2.778,2.43,0.307,1.2
