# This is F1TENTH simulation from 23.05.2023 at time 09:51:48
# Done with git-revision: unknown
#
# Saving: 0.04 s
#
# Controller: Blank-MPPI-1
#
# Data:
time,translational_control,angular_control,translational_control_calculated,angular_control_calculated,pose_x,pose_y,pose_theta,linear_vel_x,linear_vel_y,angular_vel_z,pose_theta_cos,pose_theta_sin,slip_angle,steering_angle,LIDAR_0000,LIDAR_0001,LIDAR_0002,LIDAR_0003,LIDAR_0004,LIDAR_0005,LIDAR_0006,LIDAR_0007,LIDAR_0008,LIDAR_0009,LIDAR_0010,LIDAR_0011,LIDAR_0012,LIDAR_0013,LIDAR_0014,LIDAR_0015,LIDAR_0016,LIDAR_0017,LIDAR_0018,LIDAR_0019,LIDAR_0020,LIDAR_0021,LIDAR_0022,LIDAR_0023,LIDAR_0024,LIDAR_0025,LIDAR_0026,LIDAR_0027,LIDAR_0028,LIDAR_0029,LIDAR_0030,LIDAR_0031,LIDAR_0032,LIDAR_0033,LIDAR_0034,LIDAR_0035,LIDAR_0036,LIDAR_0037,LIDAR_0038,LIDAR_0039,LIDAR_0040,LIDAR_0041,LIDAR_0042,LIDAR_0043,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_REL_X_00,WYPT_REL_X_01,WYPT_REL_X_02,WYPT_REL_X_03,WYPT_REL_X_04,WYPT_REL_X_05,WYPT_REL_X_06,WYPT_REL_X_07,WYPT_REL_X_08,WYPT_REL_X_09,WYPT_REL_X_10,WYPT_REL_X_11,WYPT_REL_X_12,WYPT_REL_X_13,WYPT_REL_X_14,WYPT_REL_Y_00,WYPT_REL_Y_01,WYPT_REL_Y_02,WYPT_REL_Y_03,WYPT_REL_Y_04,WYPT_REL_Y_05,WYPT_REL_Y_06,WYPT_REL_Y_07,WYPT_REL_Y_08,WYPT_REL_Y_09,WYPT_REL_Y_10,WYPT_REL_Y_11,WYPT_REL_Y_12,WYPT_REL_Y_13,WYPT_REL_Y_14,mu
0.4,7.972,-1.415,8.0,-1.066,0.588,0.113,0.254,2.92,0.0,0.396,0.968,0.251,0.014,0.0,1.414,1.269,1.196,1.206,1.16,1.142,1.221,1.245,1.413,1.471,1.62,1.84,2.079,2.471,2.853,3.809,5.368,8.224,13.912,13.665,12.197,6.344,4.968,4.103,3.288,2.879,2.598,2.322,2.193,2.043,1.927,1.91,1.928,1.907,1.895,1.911,1.966,1.996,2.064,2.183,2.327,2.558,2.789,3.166,0.981,1.38,1.78,2.179,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,0.933,0.939,0.937,0.928,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,5.77,5.862,5.951,6.037,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,0.586,0.974,1.36,1.745,2.127,2.508,2.887,3.266,3.643,4.02,4.396,4.772,5.148,5.525,5.902,0.695,0.601,0.499,0.39,0.275,0.154,0.029,-0.099,-0.231,-0.364,-0.498,-0.633,-0.767,-0.9,-1.031,1.049
0.44,8.23,1.375,8.0,1.066,0.706,0.145,0.261,3.301,0.0,-0.228,0.966,0.258,-0.004,-0.128,1.38,1.293,1.245,1.203,1.198,1.209,1.241,1.361,1.434,1.532,1.663,1.852,2.178,2.585,3.056,4.072,5.563,8.72,13.821,13.531,11.71,6.15,4.801,3.951,3.169,2.8,2.497,2.29,2.164,1.987,1.899,1.805,1.8,1.832,1.846,1.848,1.893,1.999,2.067,2.136,2.25,2.496,2.753,3.162,0.981,1.38,1.78,2.179,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,0.933,0.939,0.937,0.928,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,5.77,5.862,5.951,6.037,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,0.468,0.856,1.242,1.625,2.007,2.386,2.765,3.142,3.519,3.894,4.269,4.644,5.02,5.396,5.772,0.69,0.593,0.489,0.377,0.259,0.135,0.008,-0.124,-0.258,-0.394,-0.531,-0.668,-0.805,-0.94,-1.074,1.049
0.48,7.685,-0.388,8.0,0.029,0.839,0.179,0.245,3.681,0.0,-0.374,0.97,0.243,-0.004,0.0,1.453,1.349,1.294,1.256,1.252,1.321,1.314,1.428,1.495,1.572,1.712,1.945,2.206,2.58,3.031,4.018,5.466,8.302,13.7,13.457,12.381,6.164,4.932,3.931,3.218,2.79,2.486,2.257,2.098,1.934,1.85,1.814,1.827,1.812,1.835,1.851,1.848,1.946,2.077,2.112,2.268,2.448,2.721,3.068,1.38,1.78,2.179,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,6.958,0.939,0.937,0.928,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,0.566,5.862,5.951,6.037,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,5.345,0.709,1.096,1.481,1.864,2.246,2.627,3.006,3.384,3.762,4.14,4.517,4.894,5.272,5.65,6.03,0.606,0.508,0.402,0.29,0.172,0.051,-0.075,-0.203,-0.333,-0.464,-0.595,-0.726,-0.856,-0.983,-1.108,1.049
0.52,7.363,-1.213,7.323,-1.066,0.988,0.215,0.234,4.061,0.0,-0.389,0.973,0.232,-0.002,-0.128,1.469,1.434,1.321,1.307,1.319,1.403,1.432,1.506,1.576,1.674,1.819,2.048,2.32,2.554,3.06,4.218,5.352,8.038,13.61,13.297,12.622,6.247,5.012,3.891,3.169,2.791,2.427,2.21,2.036,1.98,1.81,1.762,1.709,1.723,1.767,1.816,1.802,1.855,1.965,2.095,2.214,2.423,2.654,2.994,1.38,1.78,2.179,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,6.958,0.939,0.937,0.928,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,0.566,5.862,5.951,6.037,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,5.345,0.549,0.937,1.324,1.708,2.091,2.473,2.854,3.234,3.613,3.992,4.37,4.749,5.128,5.508,5.889,0.613,0.519,0.418,0.31,0.197,0.08,-0.042,-0.165,-0.291,-0.418,-0.545,-0.671,-0.797,-0.92,-1.041,1.049
0.56,7.912,1.017,8.0,1.066,1.152,0.252,0.208,4.442,0.0,-1.109,0.978,0.207,-0.005,-0.256,1.548,1.466,1.409,1.424,1.434,1.467,1.453,1.504,1.568,1.689,1.865,2.029,2.344,2.579,3.101,4.118,5.151,7.51,13.463,13.224,12.786,6.733,5.12,3.904,3.258,2.694,2.426,2.23,2.039,1.906,1.802,1.776,1.709,1.657,1.709,1.781,1.796,1.813,1.898,2.017,2.142,2.33,2.516,2.853,1.38,1.78,2.179,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,6.958,0.939,0.937,0.928,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,0.566,5.862,5.951,6.037,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,5.345,0.365,0.756,1.144,1.532,1.918,2.302,2.686,3.069,3.451,3.833,4.214,4.596,4.979,5.362,5.745,0.625,0.54,0.449,0.351,0.248,0.14,0.029,-0.086,-0.202,-0.319,-0.436,-0.553,-0.669,-0.783,-0.894,1.049
0.6,7.295,0.688,7.199,1.066,1.332,0.287,0.156,4.822,0.0,-1.313,0.988,0.155,0.01,-0.128,1.685,1.55,1.461,1.45,1.509,1.492,1.545,1.548,1.67,1.777,1.908,2.06,2.236,2.455,2.867,3.63,4.661,5.906,9.864,13.176,12.864,10.682,5.47,4.257,3.412,2.907,2.467,2.208,2.057,1.892,1.797,1.77,1.66,1.655,1.615,1.612,1.688,1.776,1.846,1.893,2.062,2.201,2.404,2.619,1.78,2.179,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,6.958,7.356,0.937,0.928,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,0.566,0.538,5.951,6.037,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,5.345,5.028,0.543,0.936,1.328,1.719,2.108,2.497,2.886,3.273,3.661,4.048,4.436,4.824,5.212,5.601,5.99,0.574,0.502,0.425,0.342,0.255,0.164,0.07,-0.026,-0.123,-0.22,-0.317,-0.413,-0.506,-0.597,-0.687,1.049
0.64,7.565,-0.864,8.0,-0.981,1.528,0.317,0.114,5.203,0.0,-0.528,0.994,0.113,0.028,0.0,1.716,1.635,1.57,1.559,1.577,1.585,1.546,1.637,1.683,1.774,1.881,2.07,2.233,2.413,2.874,3.469,4.304,5.476,8.341,13.062,12.748,12.071,6.065,4.568,3.581,3.006,2.504,2.284,2.026,1.925,1.766,1.688,1.681,1.62,1.576,1.576,1.564,1.667,1.771,1.87,1.965,2.115,2.342,2.556,1.78,2.179,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,6.958,7.356,0.937,0.928,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,0.566,0.538,5.951,6.037,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,5.345,5.028,0.32,0.716,1.11,1.504,1.897,2.29,2.682,3.073,3.464,3.856,4.247,4.638,5.03,5.423,5.816,0.588,0.533,0.472,0.406,0.335,0.261,0.183,0.104,0.024,-0.057,-0.138,-0.217,-0.294,-0.368,-0.441,1.049
0.68,7.771,-0.326,8.0,0.126,1.74,0.346,0.102,5.583,0.0,-0.212,0.995,0.102,0.021,-0.128,1.799,1.687,1.688,1.657,1.664,1.592,1.651,1.663,1.741,1.858,1.96,2.085,2.189,2.518,2.92,3.642,4.351,5.401,7.887,12.881,12.609,12.076,5.984,4.68,3.589,3.023,2.538,2.202,1.994,1.817,1.761,1.664,1.598,1.598,1.546,1.547,1.558,1.618,1.655,1.781,1.922,2.041,2.258,2.551,2.179,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,6.958,7.356,7.755,0.928,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,0.566,0.538,0.507,6.037,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,5.345,5.028,4.74,0.496,0.891,1.286,1.68,2.073,2.466,2.858,3.25,3.642,4.035,4.427,4.82,5.213,5.606,5.999,0.534,0.478,0.416,0.349,0.279,0.206,0.131,0.055,-0.022,-0.098,-0.172,-0.245,-0.315,-0.384,-0.456,1.049
0.72,8.069,1.354,8.0,1.066,1.968,0.372,0.084,5.959,0.0,-1.013,0.996,0.084,0.012,-0.256,1.876,1.842,1.771,1.77,1.664,1.712,1.704,1.729,1.804,1.923,1.977,2.062,2.263,2.537,2.941,3.587,4.227,5.219,7.543,12.708,12.383,12.114,6.506,4.629,3.582,2.96,2.563,2.192,1.923,1.813,1.682,1.655,1.578,1.504,1.462,1.516,1.503,1.562,1.61,1.662,1.822,2.036,2.155,2.433,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,6.958,7.356,7.755,8.152,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,0.566,0.538,0.507,0.467,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,5.345,5.028,4.74,4.48,0.654,1.049,1.444,1.839,2.233,2.626,3.02,3.413,3.807,4.2,4.594,4.989,5.384,5.778,6.17,0.487,0.432,0.373,0.31,0.244,0.177,0.108,0.039,-0.03,-0.098,-0.163,-0.226,-0.288,-0.352,-0.425,1.049
0.76,7.701,0.782,8.0,0.753,2.211,0.393,0.033,6.327,0.0,-1.383,0.999,0.033,0.031,-0.128,2.038,1.953,1.86,1.811,1.801,1.782,1.755,1.775,1.845,1.89,1.95,2.063,2.229,2.507,2.874,3.363,3.971,4.767,6.581,12.487,12.306,12.038,10.025,4.771,3.93,3.13,2.64,2.313,1.997,1.805,1.699,1.596,1.506,1.504,1.491,1.458,1.435,1.492,1.548,1.599,1.694,1.781,2.064,2.312,2.578,2.977,3.375,3.774,4.172,4.57,4.968,5.366,5.763,6.161,6.56,6.958,7.356,7.755,8.152,0.912,0.891,0.865,0.836,0.803,0.769,0.733,0.697,0.662,0.628,0.596,0.566,0.538,0.507,0.467,6.119,6.198,6.275,6.349,6.42,6.489,6.556,6.436,6.167,5.899,5.629,5.345,5.028,4.74,4.48,0.384,0.782,1.18,1.577,1.974,2.37,2.767,3.163,3.56,3.956,4.353,4.75,5.148,5.544,5.94,0.507,0.473,0.434,0.391,0.346,0.298,0.25,0.2,0.152,0.104,0.059,0.017,-0.025,-0.069,-0.122,1.049
