# This is F1TENTH simulation from 04.01.2024 at time 18:13:03
# Done with git-revision: unknown
# Starting position :,"[3.62, 6.26, 0.378]"
# Saving: 0.02 s
# Speedfactor 0.9
# Controller: Blank-MPPI-1
#
# Data:
time,angular_vel_z,linear_vel_x,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,angular_control_calculated,translational_control_calculated,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_X_15,WYPT_X_16,WYPT_X_17,WYPT_X_18,WYPT_X_19,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_Y_15,WYPT_Y_16,WYPT_Y_17,WYPT_Y_18,WYPT_Y_19,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_VX_15,WYPT_VX_16,WYPT_VX_17,WYPT_VX_18,WYPT_VX_19,WYPT_REL_X_00,WYPT_REL_X_01,WYPT_REL_X_02,WYPT_REL_X_03,WYPT_REL_X_04,WYPT_REL_X_05,WYPT_REL_X_06,WYPT_REL_X_07,WYPT_REL_X_08,WYPT_REL_X_09,WYPT_REL_X_10,WYPT_REL_X_11,WYPT_REL_X_12,WYPT_REL_X_13,WYPT_REL_X_14,WYPT_REL_X_15,WYPT_REL_X_16,WYPT_REL_X_17,WYPT_REL_X_18,WYPT_REL_X_19,WYPT_REL_Y_00,WYPT_REL_Y_01,WYPT_REL_Y_02,WYPT_REL_Y_03,WYPT_REL_Y_04,WYPT_REL_Y_05,WYPT_REL_Y_06,WYPT_REL_Y_07,WYPT_REL_Y_08,WYPT_REL_Y_09,WYPT_REL_Y_10,WYPT_REL_Y_11,WYPT_REL_Y_12,WYPT_REL_Y_13,WYPT_REL_Y_14,WYPT_REL_Y_15,WYPT_REL_Y_16,WYPT_REL_Y_17,WYPT_REL_Y_18,WYPT_REL_Y_19,LIDAR_0040,LIDAR_0065,LIDAR_0090,LIDAR_0115,LIDAR_0140,LIDAR_0165,LIDAR_0190,LIDAR_0215,LIDAR_0240,LIDAR_0265,LIDAR_0290,LIDAR_0315,LIDAR_0340,LIDAR_0365,LIDAR_0390,LIDAR_0415,LIDAR_0440,LIDAR_0465,LIDAR_0490,LIDAR_0515,LIDAR_0540,LIDAR_0565,LIDAR_0590,LIDAR_0615,LIDAR_0640,LIDAR_0665,LIDAR_0690,LIDAR_0715,LIDAR_0740,LIDAR_0765,LIDAR_0790,LIDAR_0815,LIDAR_0840,LIDAR_0865,LIDAR_0890,LIDAR_0915,LIDAR_0940,LIDAR_0965,LIDAR_0990,LIDAR_1015,imu_a_x,imu_a_y,imu_a_z,imu_ang_x,imu_ang_y,imu_ang_z,translational_control_applied,angular_control_applied,mu
2.48,5.8,3.562,1.671,-0.1,0.995,-11.13,0.439,-0.162,0.448,0.245,3.743,-11.217,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,0.819,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,3.295,3.464,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,0.387,0.734,1.022,1.26,1.459,1.64,1.82,2.019,2.256,2.546,2.895,3.286,3.677,4.023,4.307,4.526,4.684,4.789,4.851,4.88,0.049,0.246,0.522,0.843,1.189,1.546,1.903,2.25,2.571,2.846,3.038,3.108,3.034,2.836,2.556,2.222,1.855,1.47,1.075,0.676,2.013,1.915,1.762,1.752,1.689,1.651,1.65,1.639,1.709,1.81,1.843,2.03,2.178,2.324,2.724,3.13,3.356,3.18,3.147,3.09,3.111,3.09,3.163,3.241,3.382,3.659,4.047,6.945,6.314,5.822,5.493,5.256,0.712,0.589,0.593,0.582,0.718,9.267,6.925,5.488,-6.635,-1.674,-9.81,0.0,0.0,5.559,0.245,3.743,0.9
2.5,5.548,3.504,1.786,-0.213,0.977,-11.127,0.51,-0.178,0.448,0.18,3.735,-11.217,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,0.819,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,3.295,3.464,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,0.322,0.688,1.007,1.279,1.518,1.738,1.958,2.195,2.468,2.787,3.156,3.553,3.932,4.253,4.503,4.682,4.798,4.858,4.874,4.857,0.022,0.178,0.418,0.711,1.032,1.366,1.699,2.021,2.313,2.552,2.704,2.728,2.609,2.374,2.062,1.706,1.323,0.928,0.529,0.13,1.905,1.765,1.697,1.64,1.658,1.673,1.651,1.72,1.773,1.86,1.996,2.172,2.344,2.684,3.132,3.285,3.111,3.085,3.006,3.035,3.055,3.087,3.172,3.316,3.571,3.84,6.935,6.26,5.791,5.498,5.214,5.075,0.733,0.607,0.589,0.606,9.361,7.022,5.559,4.715,-5.369,-3.237,-9.81,0.0,0.0,5.751,0.18,3.735,0.9
2.52,4.777,3.506,1.892,-0.316,0.949,-11.131,0.58,-0.178,0.448,0.157,3.755,-11.217,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,0.819,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,3.295,3.464,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,0.254,0.636,0.978,1.28,1.551,1.805,2.059,2.33,2.632,2.975,3.357,3.754,4.119,4.414,4.629,4.769,4.843,4.861,4.835,4.776,0.005,0.122,0.327,0.589,0.882,1.191,1.5,1.794,2.056,2.26,2.371,2.353,2.195,1.926,1.59,1.217,0.824,0.425,0.026,-0.369,1.743,1.697,1.656,1.618,1.697,1.652,1.737,1.77,1.845,1.923,2.154,2.374,2.656,3.174,3.213,3.068,3.004,2.909,2.956,2.932,3.023,3.118,3.237,3.479,3.782,6.911,6.319,5.833,5.469,5.228,5.07,4.962,0.679,0.601,0.615,0.664,7.192,5.738,4.847,4.258,-2.401,-2.065,-9.81,0.0,0.0,5.32,0.157,3.755,0.9
2.54,4.312,3.508,1.986,-0.403,0.915,-11.143,0.649,-0.169,0.448,0.113,3.87,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,3.464,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,0.576,0.936,1.261,1.558,1.84,2.122,2.419,2.744,3.104,3.496,3.889,4.238,4.506,4.689,4.794,4.831,4.812,4.748,4.652,4.535,0.079,0.252,0.484,0.751,1.035,1.318,1.586,1.818,1.99,2.065,2.01,1.818,1.524,1.169,0.784,0.386,-0.013,-0.408,-0.796,-1.178,1.726,1.674,1.644,1.659,1.686,1.732,1.725,1.885,1.976,2.164,2.335,2.619,3.062,3.177,2.989,2.906,2.874,2.868,2.859,2.96,3.013,3.177,3.377,3.6,7.101,6.374,5.89,5.499,5.235,5.047,4.942,4.862,0.695,0.631,0.636,0.638,6.058,5.136,4.427,3.963,0.084,-0.142,-9.81,0.0,0.0,4.667,0.113,3.87,0.9
2.56,4.034,3.518,2.071,-0.479,0.878,-11.162,0.716,-0.155,0.384,0.143,3.957,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,3.464,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,0.513,0.886,1.229,1.548,1.853,2.158,2.477,2.82,3.194,3.59,3.978,4.309,4.551,4.703,4.775,4.778,4.725,4.628,4.5,4.35,0.045,0.187,0.391,0.632,0.89,1.149,1.391,1.594,1.734,1.776,1.688,1.468,1.151,0.782,0.39,-0.01,-0.406,-0.794,-1.172,-1.543,1.669,1.672,1.666,1.66,1.714,1.742,1.86,1.934,2.11,2.299,2.578,2.94,3.091,2.953,2.868,2.789,2.801,2.806,2.853,2.94,3.044,3.246,3.448,7.134,6.445,5.96,5.565,5.258,5.086,4.93,4.864,4.907,0.691,0.673,0.613,0.656,5.336,4.656,4.184,3.731,0.44,1.418,-9.81,0.0,0.0,4.255,0.143,3.957,0.9
2.58,3.502,3.539,2.149,-0.546,0.838,-11.187,0.782,-0.146,0.32,0.144,3.973,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,3.464,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,0.446,0.829,1.187,1.524,1.848,2.172,2.508,2.867,3.25,3.649,4.028,4.341,4.558,4.681,4.722,4.694,4.61,4.483,4.326,4.148,0.02,0.132,0.309,0.524,0.758,0.992,1.208,1.385,1.495,1.506,1.388,1.142,0.808,0.428,0.031,-0.368,-0.758,-1.137,-1.505,-1.863,1.723,1.678,1.689,1.735,1.769,1.865,1.914,2.092,2.256,2.472,2.898,3.038,2.855,2.807,2.737,2.723,2.696,2.764,2.818,2.915,3.051,3.31,3.615,6.674,6.036,5.662,5.317,5.109,4.987,4.885,4.881,1.738,0.702,0.622,0.625,0.666,4.931,4.361,3.944,3.638,0.91,1.857,-9.81,0.0,0.0,3.9,0.144,3.973,0.9
2.6,2.974,3.558,2.216,-0.601,0.799,-11.218,0.846,-0.137,0.256,0.163,3.993,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,3.464,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,0.376,0.766,1.136,1.486,1.825,2.164,2.515,2.884,3.274,3.672,4.043,4.339,4.532,4.63,4.644,4.589,4.479,4.327,4.145,3.944,0.004,0.09,0.242,0.434,0.645,0.857,1.05,1.202,1.286,1.27,1.127,0.861,0.512,0.125,-0.274,-0.669,-1.053,-1.423,-1.779,-2.124,1.697,1.703,1.723,1.722,1.861,1.889,2.034,2.213,2.417,2.779,3.049,2.862,2.749,2.687,2.679,2.651,2.642,2.766,2.82,2.99,3.159,3.367,6.887,6.222,5.764,5.382,5.163,5.017,4.851,4.836,4.851,1.166,0.748,0.69,0.689,0.629,4.693,4.159,3.794,3.617,1.182,1.069,-9.81,0.0,0.0,3.371,0.163,3.993,0.9
2.62,2.441,3.575,2.273,-0.646,0.763,-11.254,0.908,-0.128,0.192,0.185,4.005,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,3.464,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,0.306,0.7,1.077,1.438,1.789,2.14,2.5,2.878,3.272,3.668,4.03,4.31,4.484,4.559,4.55,4.473,4.342,4.169,3.967,3.746,-0.005,0.058,0.189,0.361,0.553,0.745,0.918,1.049,1.111,1.072,0.908,0.625,0.266,-0.125,-0.524,-0.916,-1.294,-1.654,-1.999,-2.333,1.733,1.767,1.759,1.864,1.877,2.041,2.151,2.383,2.66,3.071,2.888,2.779,2.715,2.601,2.605,2.572,2.67,2.681,2.848,2.951,3.192,3.483,6.497,5.889,5.504,5.269,5.018,4.862,4.861,4.822,4.672,1.177,0.8,0.684,0.626,0.618,0.731,4.068,3.774,3.56,1.053,1.006,-9.81,0.0,0.0,2.842,0.185,4.005,0.9
2.64,1.881,3.591,2.319,-0.68,0.733,-11.294,0.967,-0.119,0.128,0.218,4.012,-11.448,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,1.144,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,3.464,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,0.235,0.631,1.014,1.383,1.742,2.101,2.469,2.852,3.249,3.643,3.997,4.264,4.421,4.478,4.451,4.356,4.207,4.018,3.8,3.564,-0.008,0.037,0.151,0.306,0.482,0.657,0.813,0.926,0.97,0.914,0.732,0.438,0.071,-0.324,-0.722,-1.11,-1.481,-1.833,-2.168,-2.491,1.773,1.79,1.846,1.892,1.979,2.116,2.315,2.498,2.833,2.927,2.747,2.664,2.585,2.527,2.514,2.533,2.627,2.676,2.842,2.996,3.192,6.827,6.168,5.71,5.369,5.117,4.945,4.843,4.786,4.816,2.959,1.313,0.969,0.724,0.675,0.669,0.722,4.058,3.776,3.577,0.955,0.985,-9.81,0.0,0.0,2.301,0.218,4.012,0.9
2.66,1.268,3.617,2.353,-0.705,0.709,-11.337,1.025,-0.109,0.128,0.219,4.079,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,5.954,0.561,0.948,1.321,1.686,2.051,2.424,2.811,3.209,3.601,3.949,4.205,4.349,4.393,4.352,4.244,4.082,3.881,3.652,3.405,3.15,0.026,0.126,0.268,0.431,0.595,0.738,0.838,0.868,0.797,0.604,0.3,-0.071,-0.468,-0.865,-1.249,-1.615,-1.96,-2.288,-2.602,-2.91,1.8,1.813,1.925,1.989,2.062,2.226,2.374,2.7,2.964,2.834,2.648,2.573,2.488,2.492,2.444,2.545,2.518,2.649,2.74,2.961,3.204,6.518,5.987,5.573,5.226,4.983,4.829,4.757,4.724,4.757,2.675,1.485,1.004,0.773,0.682,0.683,0.669,0.757,3.761,3.527,1.079,1.021,-9.81,0.0,0.0,1.725,0.219,4.079,0.9
2.68,1.155,3.649,2.378,-0.722,0.692,-11.383,1.081,-0.089,0.128,0.229,4.184,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,5.954,0.489,0.878,1.255,1.624,1.993,2.37,2.759,3.157,3.547,3.89,4.139,4.274,4.308,4.258,4.14,3.97,3.761,3.524,3.27,3.007,0.021,0.112,0.245,0.4,0.554,0.688,0.779,0.799,0.719,0.518,0.208,-0.167,-0.564,-0.96,-1.342,-1.704,-2.044,-2.366,-2.675,-2.976,1.818,1.876,1.912,2.026,2.131,2.286,2.478,2.779,2.847,2.681,2.555,2.447,2.418,2.443,2.424,2.451,2.501,2.629,2.727,2.964,3.178,6.333,5.844,5.408,5.128,4.886,4.764,4.67,4.66,4.704,2.672,1.56,1.074,0.824,0.72,0.685,0.662,0.744,3.749,3.608,1.527,1.476,-9.81,0.0,0.0,1.204,0.229,4.184,0.9
2.7,1.142,3.679,2.4,-0.737,0.676,-11.431,1.135,-0.073,0.128,0.226,4.188,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,5.954,0.417,0.808,1.188,1.56,1.932,2.312,2.703,3.102,3.49,3.828,4.07,4.197,4.222,4.163,4.036,3.858,3.641,3.397,3.136,2.867,0.018,0.1,0.224,0.37,0.517,0.642,0.724,0.736,0.647,0.438,0.122,-0.255,-0.653,-1.048,-1.427,-1.785,-2.12,-2.437,-2.74,-3.036,1.917,1.951,1.972,2.095,2.19,2.374,2.62,2.988,2.781,2.575,2.532,2.381,2.385,2.339,2.347,2.417,2.478,2.566,2.72,2.929,3.277,6.174,5.62,5.301,5.04,4.883,4.677,4.658,4.642,4.677,2.631,1.628,1.243,0.987,0.823,0.732,0.727,0.767,0.834,3.678,1.854,3.205,-9.81,0.0,0.0,1.121,0.226,4.188,0.9
2.72,1.167,3.708,2.422,-0.752,0.659,-11.482,1.189,-0.061,0.192,0.163,4.22,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,5.954,0.344,0.737,1.119,1.494,1.87,2.252,2.645,3.044,3.43,3.764,3.998,4.117,4.133,4.065,3.93,3.744,3.519,3.268,3.0,2.725,0.015,0.088,0.204,0.342,0.48,0.597,0.67,0.672,0.575,0.359,0.038,-0.343,-0.741,-1.135,-1.511,-1.864,-2.195,-2.506,-2.803,-3.092,1.948,1.991,2.071,2.154,2.284,2.493,2.698,2.851,2.641,2.51,2.39,2.348,2.311,2.266,2.308,2.341,2.426,2.549,2.696,2.892,6.629,5.993,5.503,5.206,4.922,4.775,4.656,4.597,4.621,4.636,2.638,1.802,1.313,1.039,0.94,0.789,0.722,0.74,0.784,3.655,1.691,2.673,-9.81,0.0,0.0,1.12,0.163,4.22,0.9
2.74,1.34,3.736,2.447,-0.768,0.64,-11.536,1.24,-0.051,0.192,0.141,4.306,-11.751,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,1.404,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,3.772,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,5.954,0.27,0.664,1.05,1.428,1.807,2.192,2.586,2.985,3.369,3.697,3.924,4.033,4.039,3.961,3.817,3.622,3.39,3.131,2.856,2.573,0.012,0.075,0.182,0.31,0.439,0.546,0.61,0.602,0.496,0.271,-0.056,-0.439,-0.838,-1.23,-1.602,-1.951,-2.276,-2.581,-2.871,-3.154,1.999,2.058,2.162,2.22,2.356,2.62,2.953,2.752,2.533,2.46,2.327,2.266,2.214,2.202,2.255,2.309,2.408,2.497,2.657,2.861,6.422,5.797,5.367,5.065,4.815,4.721,4.592,4.566,4.539,4.622,2.738,1.83,1.433,1.092,0.964,0.863,0.761,0.758,0.761,0.873,1.576,2.353,-9.81,0.0,0.0,1.242,0.141,4.306,0.9
2.76,1.634,3.761,2.475,-0.786,0.618,-11.591,1.291,-0.042,0.192,0.134,4.437,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,-11.096,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,5.344,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,5.954,6.243,0.592,0.98,1.362,1.744,2.132,2.528,2.926,3.307,3.629,3.846,3.944,3.939,3.851,3.696,3.492,3.25,2.983,2.7,2.409,2.117,0.062,0.158,0.276,0.393,0.49,0.542,0.524,0.406,0.173,-0.16,-0.546,-0.945,-1.335,-1.703,-2.046,-2.365,-2.662,-2.945,-3.219,-3.492,2.07,2.167,2.215,2.331,2.49,2.679,2.827,2.609,2.466,2.299,2.229,2.238,2.182,2.197,2.159,2.263,2.352,2.455,2.7,2.847,6.127,5.63,5.256,4.951,4.768,4.627,4.526,4.518,4.554,4.569,2.688,1.804,1.467,1.213,1.016,0.917,0.833,0.805,0.785,0.841,1.436,1.694,-9.81,0.0,0.0,1.396,0.134,4.437,0.9
2.78,1.781,3.791,2.508,-0.806,0.592,-11.649,1.339,-0.04,0.192,0.116,4.605,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,-11.096,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,5.344,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,5.954,6.243,0.518,0.909,1.295,1.681,2.072,2.469,2.867,3.244,3.557,3.764,3.849,3.831,3.729,3.563,3.347,3.095,2.818,2.526,2.226,1.925,0.047,0.13,0.235,0.341,0.424,0.464,0.432,0.302,0.058,-0.282,-0.671,-1.07,-1.456,-1.819,-2.155,-2.466,-2.754,-3.027,-3.292,-3.554,2.149,2.164,2.327,2.415,2.67,2.927,2.722,2.508,2.397,2.24,2.186,2.116,2.134,2.187,2.153,2.233,2.314,2.48,2.633,2.924,5.898,5.453,5.077,4.77,4.629,4.5,4.503,4.445,4.541,4.142,2.528,1.903,1.481,1.238,1.057,0.985,0.87,0.824,0.835,0.808,1.389,1.428,-9.81,0.0,0.0,1.649,0.116,4.605,0.9
2.8,1.837,3.827,2.543,-0.826,0.563,-11.708,1.386,-0.041,0.256,0.036,4.644,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,-11.096,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,5.344,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,5.954,6.243,0.444,0.837,1.227,1.616,2.009,2.408,2.805,3.176,3.481,3.676,3.747,3.715,3.6,3.42,3.193,2.93,2.643,2.342,2.033,1.722,0.034,0.103,0.195,0.286,0.356,0.381,0.336,0.192,-0.063,-0.41,-0.802,-1.2,-1.582,-1.939,-2.267,-2.568,-2.847,-3.109,-3.363,-3.615,2.2,2.256,2.469,2.579,2.753,2.797,2.524,2.426,2.26,2.168,2.123,2.061,2.097,2.095,2.115,2.219,2.328,2.452,2.616,6.318,5.642,5.242,4.909,4.659,4.507,4.433,4.366,4.396,4.509,3.774,2.479,1.894,1.496,1.256,1.159,0.995,0.973,0.869,0.865,0.912,1.573,0.265,-9.81,0.0,0.0,1.77,0.036,4.644,0.9
2.82,2.015,3.861,2.582,-0.847,0.531,-11.77,1.431,-0.042,0.256,-0.008,4.704,-12.094,-12.459,-12.832,-13.205,-13.569,-13.913,-14.215,-14.442,-14.55,-14.515,-14.353,-14.103,-13.792,-13.443,-13.07,-12.684,-12.29,-11.893,-11.494,-11.096,1.608,1.772,1.916,2.06,2.223,2.427,2.688,3.016,3.399,3.795,4.159,4.469,4.72,4.915,5.058,5.159,5.227,5.274,5.31,5.344,4.174,4.638,5.055,4.659,4.153,3.741,3.42,3.262,3.205,3.223,3.412,3.674,3.957,4.252,4.567,4.915,5.292,5.639,5.954,6.243,0.368,0.764,1.157,1.549,1.945,2.344,2.739,3.105,3.4,3.581,3.637,3.589,3.46,3.267,3.027,2.753,2.456,2.144,1.826,1.506,0.022,0.077,0.153,0.229,0.284,0.294,0.233,0.076,-0.191,-0.545,-0.939,-1.335,-1.713,-2.063,-2.382,-2.673,-2.941,-3.191,-3.433,-3.673,2.252,2.386,2.489,2.67,2.909,2.676,2.404,2.327,2.144,2.12,2.055,2.052,2.033,2.064,2.117,2.201,2.31,2.496,2.659,5.929,5.451,5.085,4.769,4.576,4.415,4.341,4.334,4.344,4.414,3.321,2.382,1.877,1.486,1.342,1.18,1.042,1.012,0.892,0.905,0.839,1.786,0.066,-9.81,0.0,0.0,1.913,-0.008,4.704,0.9
